序号,景区名称,客流数,舒适度,时间
535460,朱家角古镇,986,舒适,2018/7/13 9:55
535461,上海影视乐园,200,舒适,2018/7/13 9:55
535462,上海佘山国家森林公园·东佘山园,187,舒适,2018/7/13 9:55
535463,上海顾村公园景区,780,舒适,2018/7/13 9:55
535464,东方假日田园,0,舒适,2018/7/13 9:55
535465,上海植物园,4665,舒适,2018/7/13 9:54
535466,上海玻璃博物馆,0,舒适,2018/7/13 9:54
535467,上海田子坊景区,1068,舒适,2018/7/13 9:54
535468,上海召稼楼景区,1115,舒适,2018/7/13 9:54
535469,上海长风公园,794,舒适,2018/7/13 9:54
535470,上海召稼楼景区,1115,舒适,2018/7/13 9:54
535471,上海佘山国家森林公园·西佘山园,477,舒适,2018/7/13 9:54
535472,上海植物园,4655,舒适,2018/7/13 9:53
535473,上海鲁迅公园,2650,舒适,2018/7/13 9:53
535474,上海老码头景区,429,舒适,2018/7/13 9:53
535475,上海动物园,1150,舒适,2018/7/13 9:53
535476,上海野生动物园,1865,舒适,2018/7/13 9:53
535477,上海大观园,158,舒适,2018/7/13 9:52
535478,上海世纪公园,410,舒适,2018/7/13 9:52
535479,上海和平公园,2308,舒适,2018/7/13 9:52
535480,上海古猗园,3224,舒适,2018/7/13 9:52
535481,上海植物园,4645,舒适,2018/7/13 9:51
535482,上海动物园,1142,舒适,2018/7/13 9:51
535483,上海鲁迅公园,2633,舒适,2018/7/13 9:51
535484,金山城市沙滩景区,745,舒适,2018/7/13 9:51
535485,上海自然博物馆（上海科技馆分馆）,1076,舒适,2018/7/13 9:50
535486,上海宋庆龄故居纪念馆,0,舒适,2018/7/13 9:50
535487,上海月湖雕塑公园,0,舒适,2018/7/13 9:50
535488,东方假日田园,0,舒适,2018/7/13 9:50
535489,上海植物园,4635,舒适,2018/7/13 9:50
535490,上海佘山国家森林公园·东佘山园,181,舒适,2018/7/13 9:50
535491,上海科技馆,3050,舒适,2018/7/13 9:50
535492,上海老码头景区,306,舒适,2018/7/13 9:50
535493,上海顾村公园景区,781,舒适,2018/7/13 9:50
535494,上海影视乐园,200,舒适,2018/7/13 9:50
535495,上海鲁迅公园,2606,舒适,2018/7/13 9:49
535496,上海玻璃博物馆,0,舒适,2018/7/13 9:49
535497,上海动物园,1133,舒适,2018/7/13 9:49
535498,上海植物园,4630,舒适,2018/7/13 9:49
535499,上海召稼楼景区,1099,舒适,2018/7/13 9:49
535500,上海召稼楼景区,1099,舒适,2018/7/13 9:49
535501,上海佘山国家森林公园·西佘山园,422,舒适,2018/7/13 9:49
535502,上海田子坊景区,975,舒适,2018/7/13 9:48
535503,上海植物园,4618,舒适,2018/7/13 9:48
535504,周浦花海,0,舒适,2018/7/13 9:48
535505,上海植物园,4606,舒适,2018/7/13 9:47
535506,上海大观园,156,舒适,2018/7/13 9:47
535507,上海动物园,1121,舒适,2018/7/13 9:47
535508,上海鲁迅公园,2592,舒适,2018/7/13 9:47
535509,上海老码头景区,483,舒适,2018/7/13 9:47
535510,上海古猗园,3169,舒适,2018/7/13 9:47
535511,上海野生动物园,1789,舒适,2018/7/13 9:47
535512,中国航海博物馆,425,舒适,2018/7/13 9:46
535513,廊下生态园,0,舒适,2018/7/13 9:46
535514,上海动物园,1106,舒适,2018/7/13 9:46
535515,上海植物园,4590,舒适,2018/7/13 9:46
535516,锦江乐园,151,舒适,2018/7/13 9:45
535517,锦江乐园,151,舒适,2018/7/13 9:45
535518,上海植物园,4589,舒适,2018/7/13 9:45
535519,上海鲁迅公园,2564,舒适,2018/7/13 9:45
535520,上海顾村公园景区,765,舒适,2018/7/13 9:45
535521,东方假日田园,0,舒适,2018/7/13 9:45
535522,上海影视乐园,200,舒适,2018/7/13 9:45
535523,上海佘山国家森林公园·东佘山园,184,舒适,2018/7/13 9:45
535524,上海科技馆,2695,舒适,2018/7/13 9:45
535525,上海月湖雕塑公园,0,舒适,2018/7/13 9:45
535526,上海召稼楼景区,1073,舒适,2018/7/13 9:44
535527,上海玻璃博物馆,0,舒适,2018/7/13 9:44
535528,上海佘山国家森林公园·西佘山园,412,舒适,2018/7/13 9:44
535529,上海召稼楼景区,1073,舒适,2018/7/13 9:44
535530,上海老码头景区,361,舒适,2018/7/13 9:44
535531,上海召稼楼景区,1073,舒适,2018/7/13 9:44
535532,上海辰山植物园,110,舒适,2018/7/13 9:44
535533,上海滨海森林公园,2,舒适,2018/7/13 9:43
535534,上海动物园,1079,舒适,2018/7/13 9:43
535535,上海田子坊景区,902,舒适,2018/7/13 9:43
535536,上海植物园,4577,舒适,2018/7/13 9:43
535537,上海鲁迅公园,2557,舒适,2018/7/13 9:43
535538,上海滨海森林公园,2,舒适,2018/7/13 9:42
535539,上海大观园,156,舒适,2018/7/13 9:42
535540,上海世纪公园,411,舒适,2018/7/13 9:42
535541,上海古猗园,3106,舒适,2018/7/13 9:42
535542,上海和平公园,2350,舒适,2018/7/13 9:42
535543,上海植物园,4570,舒适,2018/7/13 9:42
535544,上海野生动物园,1715,舒适,2018/7/13 9:42
535545,上海植物园,4565,舒适,2018/7/13 9:41
535546,上海老码头景区,238,舒适,2018/7/13 9:41
535547,上海鲁迅公园,2559,舒适,2018/7/13 9:41
535548,上海自然博物馆（上海科技馆分馆）,880,舒适,2018/7/13 9:40
535549,上海海湾国家森林公园,17,舒适,2018/7/13 9:40
535550,上海动物园,1048,舒适,2018/7/13 9:40
535551,东方假日田园,0,舒适,2018/7/13 9:40
535552,上海植物园,4563,舒适,2018/7/13 9:40
535553,上海佘山国家森林公园·东佘山园,177,舒适,2018/7/13 9:40
535554,上海科技馆,2319,舒适,2018/7/13 9:40
535555,上海顾村公园景区,752,舒适,2018/7/13 9:40
535556,上海影视乐园,200,舒适,2018/7/13 9:40
535557,上海鲁迅公园,2555,舒适,2018/7/13 9:39
535558,上海玻璃博物馆,0,舒适,2018/7/13 9:39
535559,上海植物园,4549,舒适,2018/7/13 9:39
535560,上海月湖雕塑公园,0,舒适,2018/7/13 9:39
535561,上海长风公园,700,舒适,2018/7/13 9:39
535562,上海佘山国家森林公园·西佘山园,412,舒适,2018/7/13 9:39
535563,上海动物园,1036,舒适,2018/7/13 9:38
535564,上海老码头景区,415,舒适,2018/7/13 9:38
535565,上海植物园,4539,舒适,2018/7/13 9:38
535566,上海召稼楼景区,1072,舒适,2018/7/13 9:38
535567,上海召稼楼景区,1072,舒适,2018/7/13 9:38
535568,周浦花海,0,舒适,2018/7/13 9:38
535569,上海田子坊景区,790,舒适,2018/7/13 9:37
535570,上海古猗园,3060,舒适,2018/7/13 9:37
535571,上海大观园,147,舒适,2018/7/13 9:37
535572,上海植物园,4532,舒适,2018/7/13 9:37
535573,上海鲁迅公园,2555,舒适,2018/7/13 9:37
535574,中国航海博物馆,177,舒适,2018/7/13 9:37
535575,上海植物园,4525,舒适,2018/7/13 9:36
535576,上海野生动物园,1597,舒适,2018/7/13 9:36
535577,金山城市沙滩景区,457,舒适,2018/7/13 9:36
535578,上海顾村公园景区,744,舒适,2018/7/13 9:35
535579,上海植物园,4515,舒适,2018/7/13 9:35
535580,上海鲁迅公园,2541,舒适,2018/7/13 9:35
535581,上海影视乐园,200,舒适,2018/7/13 9:35
535582,上海老码头景区,449,舒适,2018/7/13 9:35
535583,东方假日田园,0,舒适,2018/7/13 9:35
535584,上海佘山国家森林公园·东佘山园,173,舒适,2018/7/13 9:35
535585,朱家角古镇,808,舒适,2018/7/13 9:35
535586,上海科技馆,2043,舒适,2018/7/13 9:35
535587,上海动物园,1029,舒适,2018/7/13 9:35
535588,上海玻璃博物馆,0,舒适,2018/7/13 9:34
535589,上海月湖雕塑公园,0,舒适,2018/7/13 9:34
535590,上海佘山国家森林公园·西佘山园,395,舒适,2018/7/13 9:34
535591,上海召稼楼景区,1047,舒适,2018/7/13 9:33
535592,上海植物园,4502,舒适,2018/7/13 9:33
535593,上海召稼楼景区,1047,舒适,2018/7/13 9:33
535594,上海动物园,1014,舒适,2018/7/13 9:33
535595,上海召稼楼景区,1047,舒适,2018/7/13 9:33
535596,上海鲁迅公园,2531,舒适,2018/7/13 9:33
535597,上海植物园,4492,舒适,2018/7/13 9:32
535598,上海大观园,149,舒适,2018/7/13 9:32
535599,上海世纪公园,415,舒适,2018/7/13 9:32
535600,上海古猗园,2997,舒适,2018/7/13 9:32
535601,上海和平公园,2431,舒适,2018/7/13 9:32
535602,上海老码头景区,326,舒适,2018/7/13 9:32
535603,上海植物园,4484,舒适,2018/7/13 9:31
535604,上海鲁迅公园,2517,舒适,2018/7/13 9:31
535605,上海田子坊景区,686,舒适,2018/7/13 9:31
535606,上海野生动物园,1511,舒适,2018/7/13 9:31
535607,上海动物园,978,舒适,2018/7/13 9:31
535608,上海自然博物馆（上海科技馆分馆）,623,舒适,2018/7/13 9:30
535609,上海植物园,4472,舒适,2018/7/13 9:30
535610,上海影视乐园,200,舒适,2018/7/13 9:30
535611,上海市青少年校外活动营地——东方绿舟,331,舒适,2018/7/13 9:30
535612,上海佘山国家森林公园·东佘山园,161,舒适,2018/7/13 9:30
535613,东方假日田园,0,舒适,2018/7/13 9:30
535614,碧海金沙景区,0,舒适,2018/7/13 9:30
535615,上海科技馆,1737,舒适,2018/7/13 9:30
535616,上海花米庄行乡村旅游景区,0,舒适,2018/7/13 9:30
535617,上海玉穗绿苑,0,舒适,2018/7/13 9:30
535618,上海中医药博物馆,0,舒适,2018/7/13 9:30
535619,上海都市菜园景区,6,舒适,2018/7/13 9:30
535620,上海顾村公园景区,739,舒适,2018/7/13 9:30
535621,东平国家森林公园,144,舒适,2018/7/13 9:30
535622,锦江乐园,111,舒适,2018/7/13 9:30
535623,锦江乐园,111,舒适,2018/7/13 9:30
535624,上海鲜花港,0,舒适,2018/7/13 9:30
535625,上海鲁迅公园,2503,舒适,2018/7/13 9:29
535626,上海玻璃博物馆,0,舒适,2018/7/13 9:29
535627,上海佘山国家森林公园·西佘山园,389,舒适,2018/7/13 9:29
535628,上海辰山植物园,109,舒适,2018/7/13 9:29
535629,上海动物园,958,舒适,2018/7/13 9:29
535630,上海老码头景区,203,舒适,2018/7/13 9:29
535631,上海月湖雕塑公园,0,舒适,2018/7/13 9:29
535632,上海植物园,4457,舒适,2018/7/13 9:29
535633,周浦花海,0,舒适,2018/7/13 9:28
535634,上海植物园,4447,舒适,2018/7/13 9:28
535635,上海召稼楼景区,1024,舒适,2018/7/13 9:28
535636,上海召稼楼景区,1024,舒适,2018/7/13 9:28
535637,上海动物园,945,舒适,2018/7/13 9:27
535638,上海古猗园,2983,舒适,2018/7/13 9:27
535639,上海大观园,146,舒适,2018/7/13 9:27
535640,上海鲁迅公园,2506,舒适,2018/7/13 9:27
535641,上海植物园,4430,舒适,2018/7/13 9:27
535642,上海植物园,4413,舒适,2018/7/13 9:26
535643,上海博物馆,414,舒适,2018/7/13 9:26
535644,上海动物园,942,舒适,2018/7/13 9:26
535645,上海M50创意园,148,舒适,2018/7/13 9:26
535646,上海城市规划展示馆,121,舒适,2018/7/13 9:26
535647,长风海洋世界景区,389,舒适,2018/7/13 9:26
535648,上海海洋水族馆,296,舒适,2018/7/13 9:26
535649,上海老码头景区,381,舒适,2018/7/13 9:26
535650,上海野生动物园,1403,舒适,2018/7/13 9:26
535651,上海田子坊景区,622,舒适,2018/7/13 9:26
535652,上海顾村公园景区,726,舒适,2018/7/13 9:25
535653,上海植物园,4406,舒适,2018/7/13 9:25
535654,上海科技馆,1482,舒适,2018/7/13 9:25
535655,上海海湾国家森林公园,14,舒适,2018/7/13 9:25
535656,东方假日田园,0,舒适,2018/7/13 9:25
535657,上海鲁迅公园,2502,舒适,2018/7/13 9:25
535658,上海动物园,932,舒适,2018/7/13 9:24
535659,上海玻璃博物馆,0,舒适,2018/7/13 9:24
535660,上海佘山国家森林公园·西佘山园,378,舒适,2018/7/13 9:24
535661,上海长风公园,744,舒适,2018/7/13 9:24
535662,上海影视乐园,200,舒适,2018/7/13 9:24
535663,上海佘山国家森林公园·东佘山园,170,舒适,2018/7/13 9:24
535664,上海月湖雕塑公园,0,舒适,2018/7/13 9:24
535665,上海召稼楼景区,1008,舒适,2018/7/13 9:23
535666,上海植物园,4400,舒适,2018/7/13 9:23
535667,上海召稼楼景区,1008,舒适,2018/7/13 9:23
535668,上海老码头景区,258,舒适,2018/7/13 9:23
535669,上海鲁迅公园,2496,舒适,2018/7/13 9:23
535670,上海植物园,4383,舒适,2018/7/13 9:22
535671,上海大观园,123,舒适,2018/7/13 9:22
535672,上海世纪公园,414,舒适,2018/7/13 9:22
535673,上海和平公园,2514,舒适,2018/7/13 9:22
535674,上海古猗园,2964,舒适,2018/7/13 9:22
535675,上海植物园,4369,舒适,2018/7/13 9:21
535676,金山城市沙滩景区,285,舒适,2018/7/13 9:21
535677,上海动物园,931,舒适,2018/7/13 9:21
535678,上海野生动物园,1311,舒适,2018/7/13 9:21
535679,上海鲁迅公园,2489,舒适,2018/7/13 9:21
535680,上海自然博物馆（上海科技馆分馆）,426,舒适,2018/7/13 9:20
535681,东方假日田园,0,舒适,2018/7/13 9:20
535682,上海科技馆,1271,舒适,2018/7/13 9:20
535683,上海植物园,4360,舒适,2018/7/13 9:20
535684,上海田子坊景区,523,舒适,2018/7/13 9:20
535685,上海顾村公园景区,707,舒适,2018/7/13 9:20
535686,上海老码头景区,435,舒适,2018/7/13 9:20
535687,上海鲁迅公园,2458,舒适,2018/7/13 9:19
535688,上海佘山国家森林公园·西佘山园,376,舒适,2018/7/13 9:19
535689,上海玻璃博物馆,0,舒适,2018/7/13 9:19
535690,上海植物园,4356,舒适,2018/7/13 9:19
535691,上海月湖雕塑公园,0,舒适,2018/7/13 9:19
535692,上海影视乐园,200,舒适,2018/7/13 9:19
535693,上海佘山国家森林公园·东佘山园,161,舒适,2018/7/13 9:19
535694,上海动物园,920,舒适,2018/7/13 9:19
535695,周浦花海,0,舒适,2018/7/13 9:18
535696,上海召稼楼景区,932,舒适,2018/7/13 9:18
535697,上海植物园,4346,舒适,2018/7/13 9:18
535698,上海召稼楼景区,932,舒适,2018/7/13 9:18
535699,上海召稼楼景区,932,舒适,2018/7/13 9:18
535700,上海古猗园,2939,舒适,2018/7/13 9:17
535701,上海植物园,4339,舒适,2018/7/13 9:17
535702,上海鲁迅公园,2434,舒适,2018/7/13 9:17
535703,上海动物园,923,舒适,2018/7/13 9:17
535704,上海老码头景区,469,舒适,2018/7/13 9:17
535705,上海大观园,115,舒适,2018/7/13 9:17
535706,廊下生态园,0,舒适,2018/7/13 9:16
535707,上海植物园,4332,舒适,2018/7/13 9:16
535708,上海顾村公园景区,699,舒适,2018/7/13 9:15
535709,锦江乐园,26,舒适,2018/7/13 9:15
535710,锦江乐园,26,舒适,2018/7/13 9:15
535711,上海植物园,4321,舒适,2018/7/13 9:15
535712,上海鲁迅公园,2395,舒适,2018/7/13 9:15
535713,上海野生动物园,1197,舒适,2018/7/13 9:15
535714,上海科技馆,1062,舒适,2018/7/13 9:15
535715,东方假日田园,0,舒适,2018/7/13 9:15
535716,朱家角古镇,642,舒适,2018/7/13 9:15
535717,上海动物园,907,舒适,2018/7/13 9:15
535718,上海田子坊景区,458,舒适,2018/7/13 9:15
535719,上海动物园,896,舒适,2018/7/13 9:14
535720,上海佘山国家森林公园·西佘山园,374,舒适,2018/7/13 9:14
535721,上海玻璃博物馆,0,舒适,2018/7/13 9:14
535722,上海佘山国家森林公园·东佘山园,159,舒适,2018/7/13 9:14
535723,上海老码头景区,346,舒适,2018/7/13 9:14
535724,上海影视乐园,200,舒适,2018/7/13 9:14
535725,上海辰山植物园,93,舒适,2018/7/13 9:14
535726,上海月湖雕塑公园,0,舒适,2018/7/13 9:14
535727,上海植物园,4304,舒适,2018/7/13 9:13
535728,上海鲁迅公园,2396,舒适,2018/7/13 9:13
535729,上海召稼楼景区,891,舒适,2018/7/13 9:13
535730,上海召稼楼景区,891,舒适,2018/7/13 9:13
535731,上海国际旅游度假区,28929,舒适,2018/7/13 9:13
535732,上海植物园,4292,舒适,2018/7/13 9:12
535733,上海大观园,105,舒适,2018/7/13 9:12
535734,上海世纪公园,404,舒适,2018/7/13 9:12
535735,上海和平公园,2535,舒适,2018/7/13 9:12
535736,上海古猗园,2904,舒适,2018/7/13 9:12
535737,上海动物园,890,舒适,2018/7/13 9:12
535738,上海鲁迅公园,2357,舒适,2018/7/13 9:11
535739,上海植物园,4279,舒适,2018/7/13 9:11
535740,上海老码头景区,224,舒适,2018/7/13 9:11
535741,上海自然博物馆（上海科技馆分馆）,287,舒适,2018/7/13 9:10
535742,上海海湾国家森林公园,10,舒适,2018/7/13 9:10
535743,东方假日田园,0,舒适,2018/7/13 9:10
535744,上海植物园,4262,舒适,2018/7/13 9:10
535745,上海影视乐园,200,舒适,2018/7/13 9:10
535746,上海野生动物园,1098,舒适,2018/7/13 9:10
535747,上海顾村公园景区,691,舒适,2018/7/13 9:10
535748,上海动物园,874,舒适,2018/7/13 9:10
535749,上海鲁迅公园,2334,舒适,2018/7/13 9:09
535750,上海玻璃博物馆,0,舒适,2018/7/13 9:09
535751,上海月湖雕塑公园,0,舒适,2018/7/13 9:09
535752,上海影视乐园,200,舒适,2018/7/13 9:09
535753,上海植物园,4245,舒适,2018/7/13 9:09
535754,上海田子坊景区,446,舒适,2018/7/13 9:09
535755,上海科技馆,803,舒适,2018/7/13 9:09
535756,上海长风公园,701,舒适,2018/7/13 9:09
535757,上海佘山国家森林公园·东佘山园,155,舒适,2018/7/13 9:09
535758,上海国际旅游度假区,20929,舒适,2018/7/13 9:08
535759,上海佘山国家森林公园·西佘山园,369,舒适,2018/7/13 9:08
535760,周浦花海,0,舒适,2018/7/13 9:08
535761,上海召稼楼景区,856,舒适,2018/7/13 9:08
535762,上海老码头景区,401,舒适,2018/7/13 9:08
535763,上海召稼楼景区,856,舒适,2018/7/13 9:08
535764,上海植物园,4232,舒适,2018/7/13 9:08
535765,上海动物园,865,舒适,2018/7/13 9:08
535766,上海召稼楼景区,856,舒适,2018/7/13 9:08
535767,上海大观园,81,舒适,2018/7/13 9:07
535768,上海古猗园,2841,舒适,2018/7/13 9:07
535769,上海鲁迅公园,2313,舒适,2018/7/13 9:07
535770,上海植物园,4221,舒适,2018/7/13 9:06
535771,上海动物园,868,舒适,2018/7/13 9:06
535772,金山城市沙滩景区,223,舒适,2018/7/13 9:06
535773,上海植物园,4211,舒适,2018/7/13 9:05
535774,上海鲁迅公园,2301,舒适,2018/7/13 9:05
535775,上海顾村公园景区,690,舒适,2018/7/13 9:05
535776,东方假日田园,0,舒适,2018/7/13 9:05
535777,上海老码头景区,278,舒适,2018/7/13 9:05
535778,上海野生动物园,995,舒适,2018/7/13 9:05
535779,上海国际旅游度假区--迪士尼乐园,0,舒适,2018/7/13 9:04
535780,上海国际旅游度假区--星愿公园,0,舒适,2018/7/13 9:04
535781,上海植物园,4195,舒适,2018/7/13 9:04
535782,上海田子坊景区,394,舒适,2018/7/13 9:04
535783,上海科技馆,520,舒适,2018/7/13 9:04
535784,上海玻璃博物馆,0,舒适,2018/7/13 9:04
535785,上海影视乐园,200,舒适,2018/7/13 9:04
535786,上海佘山国家森林公园·东佘山园,153,舒适,2018/7/13 9:04
535787,上海动物园,849,舒适,2018/7/13 9:04
535788,上海月湖雕塑公园,0,舒适,2018/7/13 9:04
535789,上海召稼楼景区,856,舒适,2018/7/13 9:03
535790,上海植物园,4176,舒适,2018/7/13 9:03
535791,上海召稼楼景区,856,舒适,2018/7/13 9:03
535792,上海佘山国家森林公园·西佘山园,375,舒适,2018/7/13 9:03
535793,上海鲁迅公园,2265,舒适,2018/7/13 9:03
535794,前卫生态村,16,舒适,2018/7/13 9:02
535795,上海大观园,84,舒适,2018/7/13 9:02
535796,上海世纪公园,402,舒适,2018/7/13 9:02
535797,上海动物园,853,舒适,2018/7/13 9:02
535798,上海和平公园,2518,舒适,2018/7/13 9:02
535799,上海古猗园,2826,舒适,2018/7/13 9:02
535800,上海植物园,4145,舒适,2018/7/13 9:02
535801,上海老码头景区,312,舒适,2018/7/13 9:02
535802,上海植物园,4132,舒适,2018/7/13 9:01
535803,上海动物园,861,舒适,2018/7/13 9:01
535804,上海鲁迅公园,2246,舒适,2018/7/13 9:01
535805,上海徐家汇源景区,1833,舒适,2018/7/13 9:00
535806,上海顾村公园景区,676,舒适,2018/7/13 9:00
535807,锦江乐园,0,舒适,2018/7/13 9:00
535808,上海植物园,4123,舒适,2018/7/13 9:00
535809,上海自然博物馆（上海科技馆分馆）,175,舒适,2018/7/13 9:00
535810,上海豫园,60,舒适,2018/7/13 9:00
535811,上海鲜花港,0,舒适,2018/7/13 9:00
535812,上海市青少年校外活动营地——东方绿舟,124,舒适,2018/7/13 9:00
535813,东方假日田园,0,舒适,2018/7/13 9:00
535814,碧海金沙景区,0,舒适,2018/7/13 9:00
535815,上海花米庄行乡村旅游景区,0,舒适,2018/7/13 9:00
535816,上海玉穗绿苑,0,舒适,2018/7/13 9:00
535817,上海中医药博物馆,0,舒适,2018/7/13 9:00
535818,上海都市菜园景区,6,舒适,2018/7/13 9:00
535819,东平国家森林公园,66,舒适,2018/7/13 9:00
535820,锦江乐园,0,舒适,2018/7/13 9:00
535821,上海植物园,4112,舒适,2018/7/13 8:59
535822,上海鲁迅公园,2246,舒适,2018/7/13 8:59
535823,上海动物园,833,舒适,2018/7/13 8:59
535824,上海玻璃博物馆,0,舒适,2018/7/13 8:59
535825,上海野生动物园,859,舒适,2018/7/13 8:59
535826,上海老码头景区,489,舒适,2018/7/13 8:59
535827,上海佘山国家森林公园·东佘山园,140,舒适,2018/7/13 8:59
535828,上海辰山植物园,79,舒适,2018/7/13 8:59
535829,上海科技馆,0,舒适,2018/7/13 8:59
535830,上海影视乐园,200,舒适,2018/7/13 8:59
535831,上海植物园,4090,舒适,2018/7/13 8:58
535832,上海佘山国家森林公园·西佘山园,371,舒适,2018/7/13 8:58
535833,上海召稼楼景区,847,舒适,2018/7/13 8:58
535834,上海田子坊景区,337,舒适,2018/7/13 8:58
535835,上海月湖雕塑公园,0,舒适,2018/7/13 8:58
535836,上海召稼楼景区,847,舒适,2018/7/13 8:58
535837,上海召稼楼景区,847,舒适,2018/7/13 8:58
535838,周浦花海,0,舒适,2018/7/13 8:58
535839,上海鲁迅公园,2239,舒适,2018/7/13 8:57
535840,上海古猗园,2719,舒适,2018/7/13 8:57
535841,上海大观园,82,舒适,2018/7/13 8:57
535842,上海滨海森林公园,2,舒适,2018/7/13 8:56
535843,上海动物园,831,舒适,2018/7/13 8:56
535844,上海海洋水族馆,0,舒适,2018/7/13 8:56
535845,上海老码头景区,366,舒适,2018/7/13 8:56
535846,长风海洋世界景区,144,舒适,2018/7/13 8:56
535847,上海植物园,4082,舒适,2018/7/13 8:56
535848,上海M50创意园,68,舒适,2018/7/13 8:56
535849,上海植物园,4059,舒适,2018/7/13 8:55
535850,上海海湾国家森林公园,2,舒适,2018/7/13 8:55
535851,上海鲁迅公园,2217,舒适,2018/7/13 8:55
535852,上海顾村公园景区,669,舒适,2018/7/13 8:55
535853,上海韩湘水博园,17,舒适,2018/7/13 8:55
535854,东方假日田园,0,舒适,2018/7/13 8:55
535855,朱家角古镇,559,舒适,2018/7/13 8:55
535856,上海国际时尚中心,36,舒适,2018/7/13 8:55
535857,上海植物园,4041,舒适,2018/7/13 8:54
535858,上海影视乐园,200,舒适,2018/7/13 8:54
535859,上海玻璃博物馆,0,舒适,2018/7/13 8:54
535860,上海长风公园,815,舒适,2018/7/13 8:54
535861,上海野生动物园,729,舒适,2018/7/13 8:54
535862,上海科技馆,0,舒适,2018/7/13 8:54
535863,上海佘山国家森林公园·东佘山园,138,舒适,2018/7/13 8:54
535864,上海滨海森林公园,2,舒适,2018/7/13 8:53
535865,上海老码头景区,244,舒适,2018/7/13 8:53
535866,上海动物园,821,舒适,2018/7/13 8:53
535867,上海植物园,4019,舒适,2018/7/13 8:53
535868,上海月湖雕塑公园,0,舒适,2018/7/13 8:53
535869,上海召稼楼景区,834,舒适,2018/7/13 8:53
535870,上海召稼楼景区,834,舒适,2018/7/13 8:53
535871,上海鲁迅公园,2196,舒适,2018/7/13 8:53
535872,上海佘山国家森林公园·西佘山园,358,舒适,2018/7/13 8:53
535873,上海大观园,76,舒适,2018/7/13 8:52
535874,上海田子坊景区,267,舒适,2018/7/13 8:52
535875,上海植物园,4000,舒适,2018/7/13 8:52
535876,上海古猗园,2664,舒适,2018/7/13 8:52
535877,上海世纪公园,391,舒适,2018/7/13 8:52
535878,上海和平公园,2539,舒适,2018/7/13 8:52
535879,上海鲁迅公园,2229,舒适,2018/7/13 8:51
535880,金山城市沙滩景区,166,舒适,2018/7/13 8:51
535881,上海植物园,3978,舒适,2018/7/13 8:51
535882,上海动物园,829,舒适,2018/7/13 8:51
535883,东方假日田园,0,舒适,2018/7/13 8:50
535884,上海顾村公园景区,671,舒适,2018/7/13 8:50
535885,上海老码头景区,421,舒适,2018/7/13 8:50
535886,上海宋庆龄故居纪念馆,0,舒适,2018/7/13 8:50
535887,上海植物园,3954,舒适,2018/7/13 8:50
535888,上海植物园,3942,舒适,2018/7/13 8:49
535889,上海鲁迅公园,2239,舒适,2018/7/13 8:49
535890,上海影视乐园,200,舒适,2018/7/13 8:49
535891,上海动物园,819,舒适,2018/7/13 8:49
535892,上海佘山国家森林公园·东佘山园,120,舒适,2018/7/13 8:49
535893,上海野生动物园,678,舒适,2018/7/13 8:49
535894,上海科技馆,0,舒适,2018/7/13 8:49
535895,上海玻璃博物馆,0,舒适,2018/7/13 8:49
535896,上海召稼楼景区,760,舒适,2018/7/13 8:48
535897,上海召稼楼景区,760,舒适,2018/7/13 8:48
535898,上海植物园,3927,舒适,2018/7/13 8:48
535899,上海佘山国家森林公园·西佘山园,363,舒适,2018/7/13 8:48
535900,上海月湖雕塑公园,0,舒适,2018/7/13 8:48
535901,周浦花海,0,舒适,2018/7/13 8:48
535902,上海动物园,808,舒适,2018/7/13 8:48
535903,上海鲁迅公园,2235,舒适,2018/7/13 8:47
535904,上海老码头景区,298,舒适,2018/7/13 8:47
535905,上海古猗园,2594,舒适,2018/7/13 8:47
535906,上海田子坊景区,200,舒适,2018/7/13 8:47
535907,上海大观园,79,舒适,2018/7/13 8:47
535908,上海动物园,807,舒适,2018/7/13 8:46
535909,上海植物园,3901,舒适,2018/7/13 8:46
535910,上海植物园,3879,舒适,2018/7/13 8:45
535911,上海顾村公园景区,656,舒适,2018/7/13 8:45
535912,东方假日田园,0,舒适,2018/7/13 8:45
535913,上海鲁迅公园,2207,舒适,2018/7/13 8:45
535914,上海植物园,3860,舒适,2018/7/13 8:44
535915,上海佘山国家森林公园·东佘山园,114,舒适,2018/7/13 8:44
535916,上海科技馆,0,舒适,2018/7/13 8:44
535917,上海玻璃博物馆,0,舒适,2018/7/13 8:44
535918,上海辰山植物园,69,舒适,2018/7/13 8:44
535919,上海老码头景区,332,舒适,2018/7/13 8:44
535920,上海植物园,3843,舒适,2018/7/13 8:43
535921,上海鲁迅公园,2178,舒适,2018/7/13 8:43
535922,上海动物园,790,舒适,2018/7/13 8:43
535923,上海佘山国家森林公园·西佘山园,353,舒适,2018/7/13 8:43
535924,上海召稼楼景区,739,舒适,2018/7/13 8:43
535925,上海影视乐园,200,舒适,2018/7/13 8:43
535926,上海野生动物园,572,舒适,2018/7/13 8:43
535927,上海召稼楼景区,739,舒适,2018/7/13 8:43
535928,上海召稼楼景区,739,舒适,2018/7/13 8:43
535929,上海月湖雕塑公园,0,舒适,2018/7/13 8:43
535930,上海大观园,80,舒适,2018/7/13 8:42
535931,上海和平公园,2539,舒适,2018/7/13 8:42
535932,上海植物园,3828,舒适,2018/7/13 8:42
535933,上海世纪公园,364,舒适,2018/7/13 8:42
