序号,景区名称,客流数,舒适度,时间
27025,上海召稼楼景区,228,舒适,2018/9/27 8:02
27026,东方假日田园,0,舒适,2018/9/27 8:01
27027,上海顾村公园景区,135,舒适,2018/9/27 8:01
27028,上海古猗园,589,舒适,2018/9/27 8:01
27029,上海宏泰园,50,舒适,2018/9/27 8:00
27030,上海国际赛车场旅游景区,100,舒适,2018/9/27 8:00
27031,上海鲜花港,0,舒适,2018/9/27 8:00
27032,上海市青少年校外活动营地——东方绿舟,4,舒适,2018/9/27 8:00
27033,上海动物园,1723,舒适,2018/9/27 8:00
27034,碧海金沙景区,0,舒适,2018/9/27 8:00
27035,上海大观园,36,舒适,2018/9/27 8:00
27036,上海花米庄行乡村旅游景区,0,舒适,2018/9/27 8:00
27037,上海海湾国家森林公园,0,舒适,2018/9/27 8:00
27038,上海玉穗绿苑,41,舒适,2018/9/27 8:00
27039,上海影视乐园,200,舒适,2018/9/27 8:00
27040,上海玻璃博物馆,33,舒适,2018/9/27 8:00
27041,上海中医药博物馆,131,舒适,2018/9/27 8:00
27042,上海都市菜园景区,6,舒适,2018/9/27 8:00
27043,枫泾古镇,7937,舒适,2018/9/27 8:00
27044,上海嘉定州桥,2850,舒适,2018/9/27 8:00
27045,上海田子坊景区,200,舒适,2018/9/27 8:00
27046,上海汽车博览公园,48,舒适,2018/9/27 8:00
27047,上海马陆葡萄艺术村,259,舒适,2018/9/27 8:00
27048,华亭人家·毛桥村,35,舒适,2018/9/27 8:00
27049,上海辰山植物园,27,舒适,2018/9/27 7:59
27050,上海动物园,1717,舒适,2018/9/27 7:58
27051,上海月湖雕塑公园,1,舒适,2018/9/27 7:58
27052,上海海洋水族馆,0,舒适,2018/9/27 7:58
27053,上海佘山国家森林公园·东佘山园,150,舒适,2018/9/27 7:58
27054,上海召稼楼景区,211,舒适,2018/9/27 7:57
27055,上海召稼楼景区,211,舒适,2018/9/27 7:57
27056,上海古猗园,545,舒适,2018/9/27 7:57
27057,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:57
27058,上海动物园,1701,舒适,2018/9/27 7:56
27059,上海顾村公园景区,89,舒适,2018/9/27 7:56
27060,上海东林寺景区,2,舒适,2018/9/27 7:56
27061,东方假日田园,0,舒适,2018/9/27 7:56
27062,上海田子坊景区,200,舒适,2018/9/27 7:55
27063,上海大观园,21,舒适,2018/9/27 7:55
27064,上海长风公园,914,舒适,2018/9/27 7:55
27065,上海影视乐园,200,舒适,2018/9/27 7:55
27066,上海玻璃博物馆,29,舒适,2018/9/27 7:55
27067,上海韩湘水博园,5,舒适,2018/9/27 7:55
27068,上海动物园,1673,舒适,2018/9/27 7:54
27069,上海佘山国家森林公园·东佘山园,149,舒适,2018/9/27 7:53
27070,上海月湖雕塑公园,1,舒适,2018/9/27 7:53
27071,上海古猗园,509,舒适,2018/9/27 7:53
27072,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:52
27073,上海动物园,1659,舒适,2018/9/27 7:52
27074,上海和平公园,2557,舒适,2018/9/27 7:52
27075,上海召稼楼景区,188,舒适,2018/9/27 7:52
27076,上海世纪公园,526,舒适,2018/9/27 7:52
27077,上海召稼楼景区,188,舒适,2018/9/27 7:52
27078,上海召稼楼景区,188,舒适,2018/9/27 7:52
27079,上海动物园,1642,舒适,2018/9/27 7:51
27080,上海顾村公园景区,75,舒适,2018/9/27 7:51
27081,东方假日田园,0,舒适,2018/9/27 7:51
27082,上海影视乐园,200,舒适,2018/9/27 7:50
27083,上海国际旅游度假区--生态园,0,舒适,2018/9/27 7:50
27084,上海玻璃博物馆,22,舒适,2018/9/27 7:50
27085,上海大观园,17,舒适,2018/9/27 7:50
27086,上海田子坊景区,200,舒适,2018/9/27 7:49
27087,上海动物园,1615,舒适,2018/9/27 7:49
27088,上海佘山国家森林公园·东佘山园,139,舒适,2018/9/27 7:48
27089,上海月湖雕塑公园,1,舒适,2018/9/27 7:48
27090,上海古猗园,494,舒适,2018/9/27 7:48
27091,朱家角古镇,85,舒适,2018/9/27 7:47
27092,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:47
27093,上海召稼楼景区,179,舒适,2018/9/27 7:47
27094,上海召稼楼景区,179,舒适,2018/9/27 7:47
27095,上海东林寺景区,2,舒适,2018/9/27 7:46
27096,东方假日田园,0,舒适,2018/9/27 7:46
27097,上海动物园,1612,舒适,2018/9/27 7:46
27098,上海顾村公园景区,71,舒适,2018/9/27 7:46
27099,上海嘉定州桥,2798,舒适,2018/9/27 7:45
27100,上海汽车博览公园,48,舒适,2018/9/27 7:45
27101,上海玻璃博物馆,20,舒适,2018/9/27 7:45
27102,上海影视乐园,200,舒适,2018/9/27 7:45
27103,上海大观园,16,舒适,2018/9/27 7:45
27104,上海国际赛车场旅游景区,100,舒适,2018/9/27 7:45
27105,上海动物园,1590,舒适,2018/9/27 7:44
27106,上海辰山植物园,26,舒适,2018/9/27 7:44
27107,上海田子坊景区,200,舒适,2018/9/27 7:44
27108,上海佘山国家森林公园·东佘山园,118,舒适,2018/9/27 7:43
27109,上海月湖雕塑公园,1,舒适,2018/9/27 7:43
27110,上海古猗园,463,舒适,2018/9/27 7:43
27111,上海召稼楼景区,178,舒适,2018/9/27 7:42
27112,上海动物园,1572,舒适,2018/9/27 7:42
27113,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:42
27114,上海世纪公园,528,舒适,2018/9/27 7:42
27115,上海召稼楼景区,178,舒适,2018/9/27 7:42
27116,上海召稼楼景区,178,舒适,2018/9/27 7:42
27117,上海和平公园,2278,舒适,2018/9/27 7:42
27118,上海顾村公园景区,64,舒适,2018/9/27 7:41
27119,东方假日田园,0,舒适,2018/9/27 7:41
27120,上海动物园,1557,舒适,2018/9/27 7:40
27121,上海长风公园,1070,舒适,2018/9/27 7:40
27122,上海玻璃博物馆,24,舒适,2018/9/27 7:40
27123,上海大观园,16,舒适,2018/9/27 7:40
27124,上海影视乐园,200,舒适,2018/9/27 7:39
27125,上海佘山国家森林公园·东佘山园,117,舒适,2018/9/27 7:38
27126,上海田子坊景区,200,舒适,2018/9/27 7:38
27127,上海古猗园,392,舒适,2018/9/27 7:38
27128,上海月湖雕塑公园,1,舒适,2018/9/27 7:38
27129,上海动物园,1514,舒适,2018/9/27 7:37
27130,上海召稼楼景区,178,舒适,2018/9/27 7:37
27131,上海召稼楼景区,178,舒适,2018/9/27 7:37
27132,东方假日田园,0,舒适,2018/9/27 7:36
27133,上海顾村公园景区,58,舒适,2018/9/27 7:36
27134,上海东林寺景区,2,舒适,2018/9/27 7:36
27135,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:36
27136,上海动物园,1489,舒适,2018/9/27 7:35
27137,上海玻璃博物馆,27,舒适,2018/9/27 7:35
27138,上海大观园,14,舒适,2018/9/27 7:35
27139,上海影视乐园,200,舒适,2018/9/27 7:34
27140,上海动物园,1438,舒适,2018/9/27 7:33
27141,上海田子坊景区,200,舒适,2018/9/27 7:33
27142,上海月湖雕塑公园,1,舒适,2018/9/27 7:33
27143,上海和平公园,2215,舒适,2018/9/27 7:32
27144,上海佘山国家森林公园·东佘山园,118,舒适,2018/9/27 7:32
27145,上海召稼楼景区,166,舒适,2018/9/27 7:32
27146,上海召稼楼景区,166,舒适,2018/9/27 7:32
27147,上海古猗园,352,舒适,2018/9/27 7:32
27148,上海顾村公园景区,52,舒适,2018/9/27 7:31
27149,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:31
27150,东方假日田园,0,舒适,2018/9/27 7:31
27151,上海动物园,1411,舒适,2018/9/27 7:31
27152,上海中医药博物馆,82,舒适,2018/9/27 7:30
27153,上海玻璃博物馆,24,舒适,2018/9/27 7:30
27154,上海都市菜园景区,0,舒适,2018/9/27 7:30
27155,枫泾古镇,7766,舒适,2018/9/27 7:30
27156,上海嘉定州桥,2812,舒适,2018/9/27 7:30
27157,上海汽车博览公园,48,舒适,2018/9/27 7:30
27158,上海玉穗绿苑,13,舒适,2018/9/27 7:30
27159,上海鲜花港,0,舒适,2018/9/27 7:30
27160,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/27 7:30
27161,碧海金沙景区,0,舒适,2018/9/27 7:30
27162,上海大观园,14,舒适,2018/9/27 7:30
27163,上海花米庄行乡村旅游景区,0,舒适,2018/9/27 7:30
27164,上海海湾国家森林公园,0,舒适,2018/9/27 7:30
27165,上海国际赛车场旅游景区,100,舒适,2018/9/27 7:30
27166,上海动物园,1387,舒适,2018/9/27 7:29
27167,上海影视乐园,200,舒适,2018/9/27 7:29
27168,上海辰山植物园,20,舒适,2018/9/27 7:29
27169,上海月湖雕塑公园,1,舒适,2018/9/27 7:28
27170,上海古猗园,318,舒适,2018/9/27 7:28
27171,上海海洋水族馆,0,舒适,2018/9/27 7:28
27172,上海召稼楼景区,137,舒适,2018/9/27 7:27
27173,上海召稼楼景区,137,舒适,2018/9/27 7:27
27174,上海动物园,1345,舒适,2018/9/27 7:27
27175,上海召稼楼景区,137,舒适,2018/9/27 7:27
27176,朱家角古镇,23,舒适,2018/9/27 7:27
27177,上海佘山国家森林公园·东佘山园,117,舒适,2018/9/27 7:27
27178,上海田子坊景区,200,舒适,2018/9/27 7:27
27179,上海东林寺景区,2,舒适,2018/9/27 7:26
27180,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:26
27181,东方假日田园,0,舒适,2018/9/27 7:26
27182,上海顾村公园景区,3247,舒适,2018/9/27 7:26
27183,上海动物园,1302,舒适,2018/9/27 7:25
27184,上海长风公园,940,舒适,2018/9/27 7:25
27185,上海玻璃博物馆,19,舒适,2018/9/27 7:25
27186,上海大观园,14,舒适,2018/9/27 7:25
27187,上海影视乐园,200,舒适,2018/9/27 7:24
27188,上海古猗园,287,舒适,2018/9/27 7:23
27189,上海动物园,1276,舒适,2018/9/27 7:23
27190,上海田子坊景区,200,舒适,2018/9/27 7:22
27191,上海和平公园,2026,舒适,2018/9/27 7:22
27192,上海召稼楼景区,119,舒适,2018/9/27 7:22
27193,上海月湖雕塑公园,1,舒适,2018/9/27 7:22
27194,上海召稼楼景区,119,舒适,2018/9/27 7:22
27195,上海佘山国家森林公园·东佘山园,118,舒适,2018/9/27 7:22
27196,上海动物园,1223,舒适,2018/9/27 7:21
27197,上海顾村公园景区,3243,舒适,2018/9/27 7:21
27198,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:21
27199,东方假日田园,0,舒适,2018/9/27 7:21
27200,上海玻璃博物馆,16,舒适,2018/9/27 7:20
27201,上海大观园,11,舒适,2018/9/27 7:20
27202,上海影视乐园,200,舒适,2018/9/27 7:19
27203,上海动物园,1177,舒适,2018/9/27 7:19
27204,上海古猗园,261,舒适,2018/9/27 7:18
27205,上海动物园,1128,舒适,2018/9/27 7:17
27206,上海佘山国家森林公园·东佘山园,119,舒适,2018/9/27 7:17
27207,上海召稼楼景区,113,舒适,2018/9/27 7:17
27208,上海召稼楼景区,113,舒适,2018/9/27 7:17
27209,上海召稼楼景区,113,舒适,2018/9/27 7:17
27210,上海月湖雕塑公园,1,舒适,2018/9/27 7:17
27211,东方假日田园,0,舒适,2018/9/27 7:16
27212,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:16
27213,上海顾村公园景区,3234,舒适,2018/9/27 7:16
27214,上海东林寺景区,2,舒适,2018/9/27 7:16
27215,上海田子坊景区,200,舒适,2018/9/27 7:16
27216,上海动物园,1103,舒适,2018/9/27 7:15
27217,上海大观园,7,舒适,2018/9/27 7:15
27218,上海国际赛车场旅游景区,99,舒适,2018/9/27 7:15
27219,上海嘉定州桥,2854,舒适,2018/9/27 7:15
27220,上海汽车博览公园,48,舒适,2018/9/27 7:15
27221,上海玻璃博物馆,16,舒适,2018/9/27 7:15
27222,上海影视乐园,200,舒适,2018/9/27 7:14
27223,上海辰山植物园,20,舒适,2018/9/27 7:14
27224,上海动物园,1079,舒适,2018/9/27 7:13
27225,上海召稼楼景区,123,舒适,2018/9/27 7:12
27226,上海佘山国家森林公园·东佘山园,116,舒适,2018/9/27 7:12
27227,上海召稼楼景区,123,舒适,2018/9/27 7:12
27228,上海月湖雕塑公园,1,舒适,2018/9/27 7:12
27229,上海古猗园,244,舒适,2018/9/27 7:12
27230,上海和平公园,1801,舒适,2018/9/27 7:12
27231,上海顾村公园景区,3228,舒适,2018/9/27 7:11
27232,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:11
27233,上海田子坊景区,200,舒适,2018/9/27 7:11
27234,上海大观园,5,舒适,2018/9/27 7:10
27235,上海长风公园,751,舒适,2018/9/27 7:10
27236,上海玻璃博物馆,20,舒适,2018/9/27 7:10
27237,上海动物园,1024,舒适,2018/9/27 7:10
27238,上海影视乐园,200,舒适,2018/9/27 7:09
27239,上海动物园,1012,舒适,2018/9/27 7:09
27240,上海古猗园,203,舒适,2018/9/27 7:08
27241,上海动物园,1003,舒适,2018/9/27 7:08
27242,上海动物园,990,舒适,2018/9/27 7:07
27243,上海佘山国家森林公园·东佘山园,110,舒适,2018/9/27 7:07
27244,上海召稼楼景区,114,舒适,2018/9/27 7:07
27245,朱家角古镇,11,舒适,2018/9/27 7:07
27246,上海召稼楼景区,114,舒适,2018/9/27 7:07
27247,上海月湖雕塑公园,1,舒适,2018/9/27 7:07
27248,东方假日田园,0,舒适,2018/9/27 7:06
27249,上海顾村公园景区,3229,舒适,2018/9/27 7:06
27250,上海东林寺景区,2,舒适,2018/9/27 7:06
27251,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:06
27252,上海动物园,922,舒适,2018/9/27 7:05
27253,上海田子坊景区,200,舒适,2018/9/27 7:05
27254,上海玻璃博物馆,12,舒适,2018/9/27 7:05
27255,上海大观园,4,舒适,2018/9/27 7:05
27256,上海影视乐园,200,舒适,2018/9/27 7:04
27257,上海古猗园,175,舒适,2018/9/27 7:03
27258,上海动物园,872,舒适,2018/9/27 7:03
27259,上海佘山国家森林公园·东佘山园,110,舒适,2018/9/27 7:02
27260,上海月湖雕塑公园,1,舒适,2018/9/27 7:02
27261,上海召稼楼景区,106,舒适,2018/9/27 7:02
27262,上海召稼楼景区,106,舒适,2018/9/27 7:02
27263,上海召稼楼景区,106,舒适,2018/9/27 7:02
27264,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 7:01
27265,上海顾村公园景区,3221,舒适,2018/9/27 7:01
27266,上海世纪公园,357,舒适,2018/9/27 7:01
27267,上海鲜花港,0,舒适,2018/9/27 7:00
27268,上海国际赛车场旅游景区,99,舒适,2018/9/27 7:00
27269,碧海金沙景区,0,舒适,2018/9/27 7:00
27270,上海花米庄行乡村旅游景区,0,舒适,2018/9/27 7:00
27271,上海大观园,4,舒适,2018/9/27 7:00
27272,上海动物园,781,舒适,2018/9/27 7:00
27273,上海海湾国家森林公园,0,舒适,2018/9/27 7:00
27274,上海玉穗绿苑,0,舒适,2018/9/27 7:00
27275,上海田子坊景区,200,舒适,2018/9/27 7:00
27276,上海玻璃博物馆,10,舒适,2018/9/27 7:00
27277,上海中医药博物馆,62,舒适,2018/9/27 7:00
27278,上海都市菜园景区,0,舒适,2018/9/27 7:00
27279,枫泾古镇,7856,舒适,2018/9/27 7:00
27280,上海嘉定州桥,2858,舒适,2018/9/27 7:00
27281,上海汽车博览公园,42,舒适,2018/9/27 7:00
27282,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/27 7:00
27283,上海辰山植物园,15,舒适,2018/9/27 6:59
27284,上海影视乐园,200,舒适,2018/9/27 6:59
27285,上海动物园,730,舒适,2018/9/27 6:58
27286,上海召稼楼景区,97,舒适,2018/9/27 6:57
27287,上海召稼楼景区,97,舒适,2018/9/27 6:57
27288,上海古猗园,163,舒适,2018/9/27 6:57
27289,上海月湖雕塑公园,0,舒适,2018/9/27 6:57
27290,上海佘山国家森林公园·东佘山园,107,舒适,2018/9/27 6:57
27291,上海顾村公园景区,3214,舒适,2018/9/27 6:56
27292,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:56
27293,上海科技馆,0,舒适,2018/9/27 6:56
27294,上海动物园,675,舒适,2018/9/27 6:56
27295,东方假日田园,0,舒适,2018/9/27 6:56
27296,上海动物园,642,舒适,2018/9/27 6:55
27297,上海国际时尚中心,0,舒适,2018/9/27 6:55
27298,上海东林寺景区,2,舒适,2018/9/27 6:55
27299,上海玻璃博物馆,9,舒适,2018/9/27 6:55
27300,上海长风公园,606,舒适,2018/9/27 6:55
27301,上海大观园,0,舒适,2018/9/27 6:55
27302,上海田子坊景区,200,舒适,2018/9/27 6:54
27303,上海影视乐园,200,舒适,2018/9/27 6:54
27304,上海古猗园,115,舒适,2018/9/27 6:53
27305,上海动物园,620,舒适,2018/9/27 6:53
27306,上海和平公园,1508,舒适,2018/9/27 6:52
27307,上海佘山国家森林公园·东佘山园,109,舒适,2018/9/27 6:52
27308,上海召稼楼景区,90,舒适,2018/9/27 6:52
27309,上海召稼楼景区,90,舒适,2018/9/27 6:52
27310,上海召稼楼景区,90,舒适,2018/9/27 6:52
27311,上海月湖雕塑公园,0,舒适,2018/9/27 6:52
27312,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:51
27313,东方假日田园,0,舒适,2018/9/27 6:51
27314,上海顾村公园景区,3211,舒适,2018/9/27 6:51
27315,上海世纪公园,311,舒适,2018/9/27 6:51
27316,上海科技馆,0,舒适,2018/9/27 6:51
27317,上海动物园,581,舒适,2018/9/27 6:50
27318,上海玻璃博物馆,8,舒适,2018/9/27 6:50
27319,上海大观园,0,舒适,2018/9/27 6:50
27320,上海田子坊景区,200,舒适,2018/9/27 6:49
27321,上海影视乐园,200,舒适,2018/9/27 6:49
27322,上海古猗园,109,舒适,2018/9/27 6:48
27323,上海动物园,555,舒适,2018/9/27 6:47
27324,上海佘山国家森林公园·东佘山园,106,舒适,2018/9/27 6:47
27325,上海召稼楼景区,89,舒适,2018/9/27 6:47
27326,朱家角古镇,5,舒适,2018/9/27 6:47
27327,上海召稼楼景区,89,舒适,2018/9/27 6:47
27328,上海月湖雕塑公园,0,舒适,2018/9/27 6:47
27329,上海动物园,549,舒适,2018/9/27 6:46
27330,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:46
27331,上海顾村公园景区,3197,舒适,2018/9/27 6:46
27332,上海科技馆,0,舒适,2018/9/27 6:46
27333,东方假日田园,0,舒适,2018/9/27 6:46
27334,上海玻璃博物馆,8,舒适,2018/9/27 6:45
27335,上海嘉定州桥,2886,舒适,2018/9/27 6:45
27336,上海东林寺景区,1,舒适,2018/9/27 6:45
27337,上海国际赛车场旅游景区,100,舒适,2018/9/27 6:45
27338,上海汽车博览公园,33,舒适,2018/9/27 6:45
27339,上海动物园,529,舒适,2018/9/27 6:44
27340,上海辰山植物园,3,舒适,2018/9/27 6:44
27341,上海影视乐园,200,舒适,2018/9/27 6:44
27342,上海田子坊景区,200,舒适,2018/9/27 6:44
27343,上海古猗园,62,舒适,2018/9/27 6:43
27344,上海佘山国家森林公园·东佘山园,106,舒适,2018/9/27 6:42
27345,上海月湖雕塑公园,0,舒适,2018/9/27 6:42
27346,上海和平公园,1309,舒适,2018/9/27 6:42
27347,上海召稼楼景区,80,舒适,2018/9/27 6:42
27348,上海召稼楼景区,80,舒适,2018/9/27 6:42
27349,上海召稼楼景区,80,舒适,2018/9/27 6:42
27350,上海世纪公园,257,舒适,2018/9/27 6:41
27351,上海顾村公园景区,3192,舒适,2018/9/27 6:41
27352,上海科技馆,0,舒适,2018/9/27 6:41
27353,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:41
27354,东方假日田园,0,舒适,2018/9/27 6:41
27355,上海动物园,496,舒适,2018/9/27 6:41
27356,上海长风公园,294,舒适,2018/9/27 6:40
27357,上海玻璃博物馆,8,舒适,2018/9/27 6:40
27358,上海影视乐园,200,舒适,2018/9/27 6:39
27359,上海动物园,481,舒适,2018/9/27 6:39
27360,上海田子坊景区,200,舒适,2018/9/27 6:38
27361,上海古猗园,38,舒适,2018/9/27 6:38
27362,上海动物园,471,舒适,2018/9/27 6:37
27363,上海召稼楼景区,71,舒适,2018/9/27 6:37
27364,上海召稼楼景区,71,舒适,2018/9/27 6:37
27365,上海佘山国家森林公园·东佘山园,105,舒适,2018/9/27 6:37
27366,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:36
27367,东方假日田园,0,舒适,2018/9/27 6:36
27368,上海顾村公园景区,3183,舒适,2018/9/27 6:36
27369,上海月湖雕塑公园,0,舒适,2018/9/27 6:36
27370,上海科技馆,0,舒适,2018/9/27 6:36
27371,上海动物园,458,舒适,2018/9/27 6:35
27372,上海东林寺景区,0,舒适,2018/9/27 6:35
27373,上海玻璃博物馆,9,舒适,2018/9/27 6:35
27374,上海大观园,0,舒适,2018/9/27 6:35
27375,上海田子坊景区,200,舒适,2018/9/27 6:33
27376,上海影视乐园,200,舒适,2018/9/27 6:33
27377,上海动物园,442,舒适,2018/9/27 6:33
27378,上海和平公园,1185,舒适,2018/9/27 6:32
27379,上海召稼楼景区,62,舒适,2018/9/27 6:32
27380,上海召稼楼景区,62,舒适,2018/9/27 6:32
27381,上海古猗园,17,舒适,2018/9/27 6:32
27382,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:31
27383,上海动物园,419,舒适,2018/9/27 6:31
27384,东方假日田园,0,舒适,2018/9/27 6:31
27385,上海顾村公园景区,3181,舒适,2018/9/27 6:31
27386,上海月湖雕塑公园,0,舒适,2018/9/27 6:31
27387,上海佘山国家森林公园·东佘山园,100,舒适,2018/9/27 6:31
27388,上海科技馆,0,舒适,2018/9/27 6:31
27389,上海玻璃博物馆,9,舒适,2018/9/27 6:30
27390,上海都市菜园景区,6,舒适,2018/9/27 6:30
27391,上海嘉定州桥,2896,舒适,2018/9/27 6:30
27392,上海汽车博览公园,12,舒适,2018/9/27 6:30
27393,上海国际赛车场旅游景区,100,舒适,2018/9/27 6:30
27394,上海鲜花港,0,舒适,2018/9/27 6:30
27395,上海中医药博物馆,6,舒适,2018/9/27 6:30
27396,碧海金沙景区,0,舒适,2018/9/27 6:30
27397,上海花米庄行乡村旅游景区,0,舒适,2018/9/27 6:30
27398,上海大观园,0,舒适,2018/9/27 6:30
27399,上海海湾国家森林公园,0,舒适,2018/9/27 6:30
27400,上海玉穗绿苑,0,舒适,2018/9/27 6:30
27401,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/27 6:30
27402,上海辰山植物园,0,舒适,2018/9/27 6:29
27403,上海动物园,400,舒适,2018/9/27 6:29
27404,上海影视乐园,200,舒适,2018/9/27 6:28
27405,上海召稼楼景区,52,舒适,2018/9/27 6:27
27406,上海动物园,386,舒适,2018/9/27 6:27
27407,上海田子坊景区,200,舒适,2018/9/27 6:27
27408,上海召稼楼景区,52,舒适,2018/9/27 6:27
27409,上海古猗园,3,舒适,2018/9/27 6:27
27410,上海召稼楼景区,52,舒适,2018/9/27 6:27
27411,朱家角古镇,23,舒适,2018/9/27 6:27
27412,东方假日田园,0,舒适,2018/9/27 6:26
27413,上海月湖雕塑公园,0,舒适,2018/9/27 6:26
27414,上海科技馆,0,舒适,2018/9/27 6:26
27415,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:26
27416,上海顾村公园景区,3178,舒适,2018/9/27 6:26
27417,上海东林寺景区,0,舒适,2018/9/27 6:25
27418,上海动物园,349,舒适,2018/9/27 6:25
27419,上海玻璃博物馆,6,舒适,2018/9/27 6:25
27420,上海长风公园,159,舒适,2018/9/27 6:25
27421,上海大观园,0,舒适,2018/9/27 6:25
27422,上海影视乐园,200,舒适,2018/9/27 6:23
27423,上海动物园,337,舒适,2018/9/27 6:23
27424,上海召稼楼景区,43,舒适,2018/9/27 6:22
27425,上海召稼楼景区,43,舒适,2018/9/27 6:22
27426,上海田子坊景区,200,舒适,2018/9/27 6:22
27427,上海和平公园,938,舒适,2018/9/27 6:22
27428,上海科技馆,0,舒适,2018/9/27 6:21
27429,东方假日田园,0,舒适,2018/9/27 6:21
27430,上海顾村公园景区,3166,舒适,2018/9/27 6:21
27431,上海月湖雕塑公园,0,舒适,2018/9/27 6:21
27432,上海动物园,322,舒适,2018/9/27 6:21
27433,上海大观园,0,舒适,2018/9/27 6:20
27434,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:20
27435,上海玻璃博物馆,4,舒适,2018/9/27 6:20
27436,上海动物园,302,舒适,2018/9/27 6:19
27437,上海影视乐园,200,舒适,2018/9/27 6:18
27438,上海召稼楼景区,39,舒适,2018/9/27 6:17
27439,上海召稼楼景区,39,舒适,2018/9/27 6:17
27440,上海召稼楼景区,39,舒适,2018/9/27 6:17
27441,上海科技馆,0,舒适,2018/9/27 6:16
27442,东方假日田园,0,舒适,2018/9/27 6:16
27443,上海顾村公园景区,3168,舒适,2018/9/27 6:16
27444,上海月湖雕塑公园,0,舒适,2018/9/27 6:16
27445,上海田子坊景区,200,舒适,2018/9/27 6:16
27446,上海动物园,283,舒适,2018/9/27 6:16
27447,上海动物园,264,舒适,2018/9/27 6:15
27448,上海大观园,0,舒适,2018/9/27 6:15
27449,上海玻璃博物馆,4,舒适,2018/9/27 6:15
27450,上海东林寺景区,0,舒适,2018/9/27 6:15
27451,上海汽车博览公园,9,舒适,2018/9/27 6:15
27452,上海国际赛车场旅游景区,100,舒适,2018/9/27 6:15
27453,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:15
27454,上海嘉定州桥,2904,舒适,2018/9/27 6:15
27455,上海辰山植物园,0,舒适,2018/9/27 6:14
27456,上海动物园,249,舒适,2018/9/27 6:13
27457,上海影视乐园,200,舒适,2018/9/27 6:13
27458,上海召稼楼景区,32,舒适,2018/9/27 6:12
27459,上海和平公园,789,舒适,2018/9/27 6:12
27460,上海召稼楼景区,32,舒适,2018/9/27 6:12
27461,上海顾村公园景区,3169,舒适,2018/9/27 6:11
27462,上海动物园,242,舒适,2018/9/27 6:11
27463,上海月湖雕塑公园,0,舒适,2018/9/27 6:11
27464,上海田子坊景区,200,舒适,2018/9/27 6:11
27465,东方假日田园,0,舒适,2018/9/27 6:11
27466,上海科技馆,0,舒适,2018/9/27 6:11
27467,上海大观园,0,舒适,2018/9/27 6:10
27468,上海长风公园,0,舒适,2018/9/27 6:10
27469,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:10
27470,上海玻璃博物馆,4,舒适,2018/9/27 6:10
27471,上海动物园,225,舒适,2018/9/27 6:09
27472,上海影视乐园,200,舒适,2018/9/27 6:08
27473,上海动物园,210,舒适,2018/9/27 6:07
27474,上海召稼楼景区,29,舒适,2018/9/27 6:07
27475,上海召稼楼景区,29,舒适,2018/9/27 6:07
27476,上海召稼楼景区,29,舒适,2018/9/27 6:07
27477,朱家角古镇,12,舒适,2018/9/27 6:07
27478,上海顾村公园景区,3172,舒适,2018/9/27 6:06
27479,东方假日田园,0,舒适,2018/9/27 6:06
27480,上海月湖雕塑公园,0,舒适,2018/9/27 6:06
27481,上海科技馆,0,舒适,2018/9/27 6:06
27482,上海东林寺景区,0,舒适,2018/9/27 6:05
27483,上海大观园,0,舒适,2018/9/27 6:05
27484,上海田子坊景区,200,舒适,2018/9/27 6:05
27485,上海玻璃博物馆,4,舒适,2018/9/27 6:05
27486,上海佘山国家森林公园·西佘山园,394,舒适,2018/9/27 6:05
27487,上海动物园,204,舒适,2018/9/27 6:05
27488,上海影视乐园,200,舒适,2018/9/27 6:03
27489,上海动物园,189,舒适,2018/9/27 6:03
27490,上海和平公园,588,舒适,2018/9/27 6:02
27491,上海召稼楼景区,22,舒适,2018/9/27 6:02
27492,上海召稼楼景区,22,舒适,2018/9/27 6:02
