序号,景区名称,客流数,舒适度,时间
161,上海召稼楼景区,5179,较舒适,2018/9/30 23:16
162,上海和平公园,3166,较舒适,2018/9/30 23:16
163,上海嘉定州桥,918,舒适,2018/9/30 23:15
164,中国航海博物馆,0,舒适,2018/9/30 23:15
165,上海金山嘴渔村景区,47,舒适,2018/9/30 23:15
166,上海科技馆,0,舒适,2018/9/30 23:15
167,上海植物园,8451,舒适,2018/9/30 23:15
168,上海世纪公园,248,舒适,2018/9/30 23:14
169,上海辰山植物园,53,舒适,2018/9/30 23:14
170,上海田子坊景区,200,舒适,2018/9/30 23:14
171,上海植物园,8451,舒适,2018/9/30 23:14
172,上海植物园,8451,舒适,2018/9/30 23:13
173,上海玻璃博物馆,762,舒适,2018/9/30 23:13
174,上海月湖雕塑公园,0,舒适,2018/9/30 23:13
175,上海古猗园,0,舒适,2018/9/30 23:12
176,上海植物园,8451,舒适,2018/9/30 23:12
177,上海召稼楼景区,5179,较舒适,2018/9/30 23:11
178,上海植物园,8451,舒适,2018/9/30 23:11
179,上海召稼楼景区,5179,较舒适,2018/9/30 23:11
180,上海影视乐园,491,舒适,2018/9/30 23:11
181,上海召稼楼景区,5179,较舒适,2018/9/30 23:11
182,东方假日田园,0,舒适,2018/9/30 23:11
183,上海植物园,8451,舒适,2018/9/30 23:10
184,上海长风公园,0,舒适,2018/9/30 23:10
185,上海金山嘴渔村景区,47,舒适,2018/9/30 23:10
186,上海科技馆,0,舒适,2018/9/30 23:09
187,上海植物园,8451,舒适,2018/9/30 23:09
188,上海植物园,8451,舒适,2018/9/30 23:08
189,上海田子坊景区,200,舒适,2018/9/30 23:08
190,上海玻璃博物馆,762,舒适,2018/9/30 23:08
191,上海月湖雕塑公园,0,舒适,2018/9/30 23:08
192,上海植物园,8451,舒适,2018/9/30 23:07
193,朱家角古镇,695,舒适,2018/9/30 23:07
194,上海古猗园,0,舒适,2018/9/30 23:07
195,上海植物园,8451,舒适,2018/9/30 23:06
196,东方假日田园,0,舒适,2018/9/30 23:06
197,上海影视乐园,491,舒适,2018/9/30 23:06
198,中国航海博物馆,0,舒适,2018/9/30 23:06
199,上海召稼楼景区,5179,较舒适,2018/9/30 23:06
200,上海召稼楼景区,5179,较舒适,2018/9/30 23:06
201,上海和平公园,3166,较舒适,2018/9/30 23:06
202,上海金山嘴渔村景区,47,舒适,2018/9/30 23:05
203,上海植物园,8451,舒适,2018/9/30 23:05
204,上海科技馆,0,舒适,2018/9/30 23:04
205,上海世纪公园,248,舒适,2018/9/30 23:04
206,上海植物园,8451,舒适,2018/9/30 23:04
207,上海月湖雕塑公园,0,舒适,2018/9/30 23:03
208,上海玻璃博物馆,762,舒适,2018/9/30 23:03
209,上海田子坊景区,200,舒适,2018/9/30 23:03
210,上海植物园,8451,舒适,2018/9/30 23:02
211,上海古猗园,0,舒适,2018/9/30 23:02
212,东方假日田园,0,舒适,2018/9/30 23:01
213,上海影视乐园,491,舒适,2018/9/30 23:01
214,上海植物园,8451,舒适,2018/9/30 23:01
215,上海召稼楼景区,5179,较舒适,2018/9/30 23:01
216,上海召稼楼景区,5179,较舒适,2018/9/30 23:01
217,上海鲜花港,41,舒适,2018/9/30 23:00
218,上海市青少年校外活动营地——东方绿舟,4365,舒适,2018/9/30 23:00
219,上海金山嘴渔村景区,47,舒适,2018/9/30 23:00
220,碧海金沙景区,41,舒适,2018/9/30 23:00
221,上海花米庄行乡村旅游景区,0,舒适,2018/9/30 23:00
222,上海植物园,8451,舒适,2018/9/30 23:00
223,上海玉穗绿苑,717,舒适,2018/9/30 23:00
224,上海中医药博物馆,55,舒适,2018/9/30 23:00
225,上海都市菜园景区,710,舒适,2018/9/30 23:00
226,上海嘉定州桥,912,舒适,2018/9/30 23:00
227,上海海湾国家森林公园,2410,舒适,2018/9/30 23:00
228,上海辰山植物园,53,舒适,2018/9/30 22:59
229,上海科技馆,0,舒适,2018/9/30 22:59
230,上海植物园,8451,舒适,2018/9/30 22:59
231,上海玻璃博物馆,762,舒适,2018/9/30 22:58
232,上海植物园,8451,舒适,2018/9/30 22:58
233,中国航海博物馆,0,舒适,2018/9/30 22:57
234,上海植物园,8451,舒适,2018/9/30 22:57
235,上海月湖雕塑公园,0,舒适,2018/9/30 22:57
236,上海田子坊景区,200,舒适,2018/9/30 22:57
237,上海古猗园,0,舒适,2018/9/30 22:57
238,上海召稼楼景区,5179,较舒适,2018/9/30 22:56
239,上海植物园,8451,舒适,2018/9/30 22:56
240,东方假日田园,0,舒适,2018/9/30 22:56
241,上海召稼楼景区,5179,较舒适,2018/9/30 22:56
242,上海和平公园,3166,较舒适,2018/9/30 22:56
243,上海召稼楼景区,5179,较舒适,2018/9/30 22:56
244,上海影视乐园,491,舒适,2018/9/30 22:56
245,上海植物园,8451,舒适,2018/9/30 22:55
246,上海长风公园,0,舒适,2018/9/30 22:55
247,上海国际时尚中心,637,舒适,2018/9/30 22:55
248,上海金山嘴渔村景区,47,舒适,2018/9/30 22:55
249,上海植物园,8451,舒适,2018/9/30 22:54
250,上海世纪公园,248,舒适,2018/9/30 22:54
251,上海科技馆,0,舒适,2018/9/30 22:54
252,上海玻璃博物馆,762,舒适,2018/9/30 22:53
253,上海植物园,8451,舒适,2018/9/30 22:53
254,上海植物园,8451,舒适,2018/9/30 22:52
255,上海月湖雕塑公园,0,舒适,2018/9/30 22:52
256,上海古猗园,0,舒适,2018/9/30 22:52
257,上海田子坊景区,200,舒适,2018/9/30 22:52
258,上海植物园,8451,舒适,2018/9/30 22:51
259,东方假日田园,0,舒适,2018/9/30 22:51
260,上海召稼楼景区,5179,较舒适,2018/9/30 22:51
261,上海召稼楼景区,5179,较舒适,2018/9/30 22:51
262,上海影视乐园,491,舒适,2018/9/30 22:51
263,上海金山嘴渔村景区,47,舒适,2018/9/30 22:50
264,上海科技馆,0,舒适,2018/9/30 22:49
265,上海植物园,8451,舒适,2018/9/30 22:49
266,上海玻璃博物馆,762,舒适,2018/9/30 22:48
267,上海植物园,8451,舒适,2018/9/30 22:48
268,上海植物园,8451,舒适,2018/9/30 22:47
269,上海月湖雕塑公园,0,舒适,2018/9/30 22:47
270,朱家角古镇,693,舒适,2018/9/30 22:47
271,上海古猗园,0,舒适,2018/9/30 22:47
272,上海植物园,8451,舒适,2018/9/30 22:46
273,东方假日田园,0,舒适,2018/9/30 22:46
274,上海影视乐园,492,舒适,2018/9/30 22:46
275,上海召稼楼景区,5179,较舒适,2018/9/30 22:46
276,上海召稼楼景区,5179,较舒适,2018/9/30 22:46
277,上海和平公园,3166,较舒适,2018/9/30 22:46
278,上海召稼楼景区,5179,较舒适,2018/9/30 22:46
279,上海田子坊景区,200,舒适,2018/9/30 22:46
280,上海金山嘴渔村景区,48,舒适,2018/9/30 22:45
281,上海植物园,8451,舒适,2018/9/30 22:45
282,中国航海博物馆,0,舒适,2018/9/30 22:45
283,上海嘉定州桥,804,舒适,2018/9/30 22:45
284,上海科技馆,0,舒适,2018/9/30 22:44
285,上海植物园,8451,舒适,2018/9/30 22:44
286,上海世纪公园,248,舒适,2018/9/30 22:44
287,上海辰山植物园,53,舒适,2018/9/30 22:44
288,上海植物园,8451,舒适,2018/9/30 22:43
289,上海玻璃博物馆,762,舒适,2018/9/30 22:43
290,上海古猗园,0,舒适,2018/9/30 22:42
291,上海植物园,8451,舒适,2018/9/30 22:42
292,上海月湖雕塑公园,0,舒适,2018/9/30 22:42
293,上海召稼楼景区,5179,较舒适,2018/9/30 22:41
294,上海召稼楼景区,5179,较舒适,2018/9/30 22:41
295,上海影视乐园,492,舒适,2018/9/30 22:41
296,东方假日田园,0,舒适,2018/9/30 22:41
297,上海田子坊景区,200,舒适,2018/9/30 22:41
298,上海植物园,8451,舒适,2018/9/30 22:41
299,上海植物园,8451,舒适,2018/9/30 22:40
300,上海长风公园,0,舒适,2018/9/30 22:40
301,上海金山嘴渔村景区,48,舒适,2018/9/30 22:40
302,上海植物园,8451,舒适,2018/9/30 22:39
303,上海植物园,8451,舒适,2018/9/30 22:38
304,上海科技馆,0,舒适,2018/9/30 22:38
305,上海玻璃博物馆,762,舒适,2018/9/30 22:38
306,上海植物园,8451,舒适,2018/9/30 22:37
307,上海月湖雕塑公园,0,舒适,2018/9/30 22:37
308,上海古猗园,0,舒适,2018/9/30 22:37
309,东方假日田园,0,舒适,2018/9/30 22:36
310,上海影视乐园,493,舒适,2018/9/30 22:36
311,上海召稼楼景区,5179,较舒适,2018/9/30 22:36
312,中国航海博物馆,0,舒适,2018/9/30 22:36
313,上海召稼楼景区,5179,较舒适,2018/9/30 22:36
314,上海召稼楼景区,5179,较舒适,2018/9/30 22:36
315,上海和平公园,3166,较舒适,2018/9/30 22:36
316,上海植物园,8451,舒适,2018/9/30 22:35
317,上海田子坊景区,200,舒适,2018/9/30 22:35
318,上海金山嘴渔村景区,48,舒适,2018/9/30 22:35
319,上海世纪公园,248,舒适,2018/9/30 22:34
320,上海植物园,8451,舒适,2018/9/30 22:34
321,上海植物园,8451,舒适,2018/9/30 22:33
322,上海科技馆,0,舒适,2018/9/30 22:33
323,上海玻璃博物馆,762,舒适,2018/9/30 22:33
324,上海植物园,8451,舒适,2018/9/30 22:32
325,上海月湖雕塑公园,0,舒适,2018/9/30 22:32
326,上海古猗园,0,舒适,2018/9/30 22:32
327,东方假日田园,0,舒适,2018/9/30 22:31
328,上海影视乐园,493,舒适,2018/9/30 22:31
329,上海召稼楼景区,5179,较舒适,2018/9/30 22:31
330,上海召稼楼景区,5179,较舒适,2018/9/30 22:31
331,上海植物园,8451,舒适,2018/9/30 22:31
332,上海中医药博物馆,55,舒适,2018/9/30 22:30
333,上海都市菜园景区,710,舒适,2018/9/30 22:30
334,上海嘉定州桥,716,舒适,2018/9/30 22:30
335,上海鲜花港,41,舒适,2018/9/30 22:30
336,上海市青少年校外活动营地——东方绿舟,4365,舒适,2018/9/30 22:30
337,上海金山嘴渔村景区,43,舒适,2018/9/30 22:30
338,碧海金沙景区,41,舒适,2018/9/30 22:30
339,上海花米庄行乡村旅游景区,0,舒适,2018/9/30 22:30
340,上海海湾国家森林公园,2410,舒适,2018/9/30 22:30
341,上海玉穗绿苑,717,舒适,2018/9/30 22:30
342,上海田子坊景区,208,舒适,2018/9/30 22:30
343,上海植物园,8451,舒适,2018/9/30 22:30
344,上海植物园,8451,舒适,2018/9/30 22:29
345,上海辰山植物园,53,舒适,2018/9/30 22:29
346,上海科技馆,0,舒适,2018/9/30 22:28
347,上海植物园,8451,舒适,2018/9/30 22:28
348,上海玻璃博物馆,762,舒适,2018/9/30 22:28
349,中国航海博物馆,0,舒适,2018/9/30 22:27
350,上海月湖雕塑公园,0,舒适,2018/9/30 22:27
351,上海植物园,8451,舒适,2018/9/30 22:27
352,上海古猗园,0,舒适,2018/9/30 22:27
353,朱家角古镇,709,舒适,2018/9/30 22:27
354,上海召稼楼景区,5179,较舒适,2018/9/30 22:26
355,上海和平公园,3166,较舒适,2018/9/30 22:26
356,上海植物园,8451,舒适,2018/9/30 22:26
357,上海影视乐园,493,舒适,2018/9/30 22:26
358,东方假日田园,0,舒适,2018/9/30 22:26
359,上海召稼楼景区,5179,较舒适,2018/9/30 22:26
360,上海植物园,8451,舒适,2018/9/30 22:25
361,上海长风公园,0,舒适,2018/9/30 22:25
362,上海金山嘴渔村景区,41,舒适,2018/9/30 22:25
363,上海世纪公园,248,舒适,2018/9/30 22:24
364,上海田子坊景区,263,舒适,2018/9/30 22:24
365,上海植物园,8451,舒适,2018/9/30 22:24
366,上海玻璃博物馆,762,舒适,2018/9/30 22:23
367,上海科技馆,0,舒适,2018/9/30 22:23
368,上海植物园,8451,舒适,2018/9/30 22:22
369,上海月湖雕塑公园,0,舒适,2018/9/30 22:22
370,上海古猗园,0,舒适,2018/9/30 22:22
371,上海召稼楼景区,5179,较舒适,2018/9/30 22:21
372,上海植物园,8451,舒适,2018/9/30 22:21
373,上海召稼楼景区,5179,较舒适,2018/9/30 22:21
374,东方假日田园,0,舒适,2018/9/30 22:21
375,上海召稼楼景区,5179,较舒适,2018/9/30 22:21
376,上海影视乐园,493,舒适,2018/9/30 22:21
377,上海金山嘴渔村景区,44,舒适,2018/9/30 22:20
378,上海植物园,8451,舒适,2018/9/30 22:20
379,上海田子坊景区,302,舒适,2018/9/30 22:19
380,上海植物园,8451,舒适,2018/9/30 22:19
381,上海植物园,8451,舒适,2018/9/30 22:18
382,上海玻璃博物馆,762,舒适,2018/9/30 22:18
383,上海科技馆,0,舒适,2018/9/30 22:18
384,上海植物园,8451,舒适,2018/9/30 22:17
385,上海国际旅游度假区,17511,舒适,2018/9/30 22:17
386,上海古猗园,0,舒适,2018/9/30 22:17
387,上海月湖雕塑公园,0,舒适,2018/9/30 22:17
388,上海影视乐园,493,舒适,2018/9/30 22:16
389,东方假日田园,0,舒适,2018/9/30 22:16
390,上海召稼楼景区,5179,较舒适,2018/9/30 22:16
391,上海和平公园,3166,较舒适,2018/9/30 22:16
392,上海召稼楼景区,5179,较舒适,2018/9/30 22:16
393,上海植物园,8451,舒适,2018/9/30 22:16
394,上海金山嘴渔村景区,46,舒适,2018/9/30 22:15
395,中国航海博物馆,0,舒适,2018/9/30 22:15
396,上海植物园,8451,舒适,2018/9/30 22:15
397,上海嘉定州桥,600,舒适,2018/9/30 22:15
398,上海田子坊景区,356,舒适,2018/9/30 22:14
399,上海世纪公园,248,舒适,2018/9/30 22:14
400,上海植物园,8451,舒适,2018/9/30 22:14
401,上海辰山植物园,53,舒适,2018/9/30 22:14
402,上海植物园,8451,舒适,2018/9/30 22:13
403,上海玻璃博物馆,762,舒适,2018/9/30 22:13
404,上海古猗园,0,舒适,2018/9/30 22:12
405,上海植物园,8451,舒适,2018/9/30 22:12
406,上海科技馆,0,舒适,2018/9/30 22:12
407,上海召稼楼景区,5179,较舒适,2018/9/30 22:11
408,上海召稼楼景区,5179,较舒适,2018/9/30 22:11
409,上海月湖雕塑公园,0,舒适,2018/9/30 22:11
410,上海召稼楼景区,5179,较舒适,2018/9/30 22:11
411,东方假日田园,0,舒适,2018/9/30 22:11
412,上海金山嘴渔村景区,47,舒适,2018/9/30 22:10
413,上海植物园,8451,舒适,2018/9/30 22:10
414,上海影视乐园,493,舒适,2018/9/30 22:10
415,上海长风公园,0,舒适,2018/9/30 22:10
416,上海植物园,8451,舒适,2018/9/30 22:09
417,上海国际旅游度假区,10511,舒适,2018/9/30 22:09
418,上海植物园,8451,舒适,2018/9/30 22:08
419,上海玻璃博物馆,762,舒适,2018/9/30 22:08
420,上海田子坊景区,450,舒适,2018/9/30 22:08
421,上海植物园,8451,舒适,2018/9/30 22:07
422,上海科技馆,0,舒适,2018/9/30 22:07
423,朱家角古镇,719,舒适,2018/9/30 22:07
424,上海古猗园,0,舒适,2018/9/30 22:07
425,上海召稼楼景区,5179,较舒适,2018/9/30 22:06
426,中国航海博物馆,0,舒适,2018/9/30 22:06
427,上海植物园,8451,舒适,2018/9/30 22:06
428,上海召稼楼景区,5179,较舒适,2018/9/30 22:06
429,上海月湖雕塑公园,0,舒适,2018/9/30 22:06
430,上海和平公园,3166,较舒适,2018/9/30 22:06
431,东方假日田园,0,舒适,2018/9/30 22:06
432,上海植物园,8451,舒适,2018/9/30 22:05
433,上海影视乐园,493,舒适,2018/9/30 22:05
434,上海金山嘴渔村景区,46,舒适,2018/9/30 22:05
435,上海世纪公园,248,舒适,2018/9/30 22:04
436,上海植物园,8451,舒适,2018/9/30 22:04
437,上海植物园,8451,舒适,2018/9/30 22:03
438,上海国际旅游度假区--迪士尼乐园,0,舒适,2018/9/30 22:03
439,上海玻璃博物馆,760,舒适,2018/9/30 22:03
440,上海田子坊景区,486,舒适,2018/9/30 22:03
441,上海国际旅游度假区--星愿公园,0,舒适,2018/9/30 22:03
442,上海植物园,8451,舒适,2018/9/30 22:02
443,上海科技馆,0,舒适,2018/9/30 22:02
444,上海古猗园,0,舒适,2018/9/30 22:02
445,上海植物园,8451,舒适,2018/9/30 22:01
446,东方假日田园,0,舒适,2018/9/30 22:01
447,上海召稼楼景区,5179,较舒适,2018/9/30 22:01
448,上海召稼楼景区,5179,较舒适,2018/9/30 22:01
449,上海月湖雕塑公园,0,舒适,2018/9/30 22:01
450,上海鲜花港,41,舒适,2018/9/30 22:00
451,上海市青少年校外活动营地——东方绿舟,4365,舒适,2018/9/30 22:00
452,上海金山嘴渔村景区,48,舒适,2018/9/30 22:00
453,碧海金沙景区,41,舒适,2018/9/30 22:00
454,上海花米庄行乡村旅游景区,0,舒适,2018/9/30 22:00
455,上海嘉定州桥,456,舒适,2018/9/30 22:00
456,上海玉穗绿苑,717,舒适,2018/9/30 22:00
457,上海中医药博物馆,55,舒适,2018/9/30 22:00
458,上海都市菜园景区,710,舒适,2018/9/30 22:00
459,上海影视乐园,493,舒适,2018/9/30 22:00
460,上海海湾国家森林公园,2410,舒适,2018/9/30 22:00
461,上海植物园,8451,舒适,2018/9/30 21:59
462,上海国际旅游度假区--生态园,0,舒适,2018/9/30 21:59
463,上海辰山植物园,53,舒适,2018/9/30 21:59
464,上海玻璃博物馆,761,舒适,2018/9/30 21:58
465,上海植物园,8451,舒适,2018/9/30 21:58
466,上海海洋水族馆,0,舒适,2018/9/30 21:58
467,上海M50创意园,1701,舒适,2018/9/30 21:58
468,中国航海博物馆,0,舒适,2018/9/30 21:57
469,上海科技馆,0,舒适,2018/9/30 21:57
470,上海植物园,8451,舒适,2018/9/30 21:57
471,上海田子坊景区,572,舒适,2018/9/30 21:57
472,上海古猗园,0,舒适,2018/9/30 21:57
473,上海召稼楼景区,5179,较舒适,2018/9/30 21:56
474,东方假日田园,0,舒适,2018/9/30 21:56
475,上海月湖雕塑公园,0,舒适,2018/9/30 21:56
476,上海植物园,8451,舒适,2018/9/30 21:56
477,上海召稼楼景区,5179,较舒适,2018/9/30 21:56
478,上海召稼楼景区,5179,较舒适,2018/9/30 21:56
479,上海和平公园,3168,较舒适,2018/9/30 21:56
480,上海金山嘴渔村景区,49,舒适,2018/9/30 21:55
481,上海国际时尚中心,690,舒适,2018/9/30 21:55
482,上海植物园,8451,舒适,2018/9/30 21:55
483,上海长风公园,0,舒适,2018/9/30 21:55
484,上海影视乐园,493,舒适,2018/9/30 21:55
485,上海植物园,8451,舒适,2018/9/30 21:54
486,上海世纪公园,248,舒适,2018/9/30 21:54
487,上海玻璃博物馆,761,舒适,2018/9/30 21:53
488,上海植物园,8451,舒适,2018/9/30 21:53
489,上海植物园,8451,舒适,2018/9/30 21:52
490,上海古猗园,0,舒适,2018/9/30 21:52
491,上海科技馆,0,舒适,2018/9/30 21:52
492,上海田子坊景区,645,舒适,2018/9/30 21:52
493,上海召稼楼景区,5179,较舒适,2018/9/30 21:51
494,上海植物园,8451,舒适,2018/9/30 21:51
