序号,景区名称,客流数,舒适度,时间
277536,上海佘山国家森林公园·西佘山园,214,舒适,2018/8/15 6:10
277537,上海影视乐园,200,舒适,2018/8/15 6:10
277538,上海长风公园,77,舒适,2018/8/15 6:10
277539,上海植物园,311,舒适,2018/8/15 6:09
277540,上海老码头景区,441,舒适,2018/8/15 6:09
277541,上海动物园,349,舒适,2018/8/15 6:09
277542,上海影视乐园,200,舒适,2018/8/15 6:08
277543,上海顾村公园景区,459,舒适,2018/8/15 6:08
277544,上海科技馆,0,舒适,2018/8/15 6:08
277545,东方假日田园,0,舒适,2018/8/15 6:08
277546,上海植物园,284,舒适,2018/8/15 6:07
277547,上海动物园,321,舒适,2018/8/15 6:07
277548,周浦花海,0,舒适,2018/8/15 6:07
277549,上海田子坊景区,200,舒适,2018/8/15 6:07
277550,上海月湖雕塑公园,0,舒适,2018/8/15 6:07
277551,上海植物园,242,舒适,2018/8/15 6:06
277552,上海古猗园,144,舒适,2018/8/15 6:06
277553,上海老码头景区,264,舒适,2018/8/15 6:06
277554,上海植物园,195,舒适,2018/8/15 6:05
277555,上海佘山国家森林公园·西佘山园,218,舒适,2018/8/15 6:05
277556,上海影视乐园,200,舒适,2018/8/15 6:05
277557,上海动物园,301,舒适,2018/8/15 6:05
277558,上海植物园,149,舒适,2018/8/15 6:04
277559,上海影视乐园,200,舒适,2018/8/15 6:03
277560,上海老码头景区,386,舒适,2018/8/15 6:03
277561,上海动物园,286,舒适,2018/8/15 6:03
277562,上海顾村公园景区,456,舒适,2018/8/15 6:03
277563,上海科技馆,0,舒适,2018/8/15 6:03
277564,上海植物园,108,舒适,2018/8/15 6:03
277565,东方假日田园,0,舒适,2018/8/15 6:03
277566,上海田子坊景区,200,舒适,2018/8/15 6:02
277567,上海和平公园,731,舒适,2018/8/15 6:02
277568,上海植物园,35,舒适,2018/8/15 6:02
277569,上海月湖雕塑公园,0,舒适,2018/8/15 6:02
277570,上海古猗园,107,舒适,2018/8/15 6:01
277571,上海植物园,6,舒适,2018/8/15 6:01
277572,上海辰山植物园,2,舒适,2018/8/15 6:01
277573,上海影视乐园,200,舒适,2018/8/15 6:00
277574,上海动物园,248,舒适,2018/8/15 6:00
277575,上海中医药博物馆,0,舒适,2018/8/15 6:00
277576,上海都市菜园景区,13,舒适,2018/8/15 6:00
277577,上海佘山国家森林公园·西佘山园,197,舒适,2018/8/15 6:00
277578,上海嘉定州桥,3012,舒适,2018/8/15 6:00
277579,上海汽车博览公园,0,舒适,2018/8/15 6:00
277580,上海国际赛车场旅游景区,100,舒适,2018/8/15 6:00
277581,上海植物园,4,舒适,2018/8/15 6:00
277582,上海鲜花港,0,舒适,2018/8/15 6:00
277583,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/8/15 6:00
277584,碧海金沙景区,0,舒适,2018/8/15 6:00
277585,上海花米庄行乡村旅游景区,0,舒适,2018/8/15 6:00
277586,上海老码头景区,209,舒适,2018/8/15 6:00
277587,上海玉穗绿苑,0,舒适,2018/8/15 6:00
277588,上海海湾国家森林公园,0,舒适,2018/8/15 6:00
277589,上海植物园,4,舒适,2018/8/15 5:59
277590,上海植物园,4,舒适,2018/8/15 5:58
277591,上海科技馆,0,舒适,2018/8/15 5:58
277592,东方假日田园,0,舒适,2018/8/15 5:58
277593,上海植物园,4,舒适,2018/8/15 5:57
277594,上海影视乐园,200,舒适,2018/8/15 5:57
277595,周浦花海,0,舒适,2018/8/15 5:57
277596,上海老码头景区,475,舒适,2018/8/15 5:57
277597,上海田子坊景区,200,舒适,2018/8/15 5:56
277598,上海月湖雕塑公园,0,舒适,2018/8/15 5:56
277599,上海古猗园,82,舒适,2018/8/15 5:56
277600,廊下生态园,0,舒适,2018/8/15 5:55
277601,上海植物园,5,舒适,2018/8/15 5:55
277602,上海佘山国家森林公园·西佘山园,226,舒适,2018/8/15 5:55
277603,上海影视乐园,200,舒适,2018/8/15 5:55
277604,上海国际时尚中心,0,舒适,2018/8/15 5:55
277605,上海老码头景区,298,舒适,2018/8/15 5:54
277606,上海植物园,5,舒适,2018/8/15 5:54
277607,上海植物园,5,舒适,2018/8/15 5:53
277608,上海科技馆,0,舒适,2018/8/15 5:53
277609,东方假日田园,0,舒适,2018/8/15 5:53
277610,上海植物园,5,舒适,2018/8/15 5:52
277611,上海和平公园,608,舒适,2018/8/15 5:52
277612,上海影视乐园,200,舒适,2018/8/15 5:52
277613,上海植物园,5,舒适,2018/8/15 5:51
277614,上海老码头景区,421,舒适,2018/8/15 5:51
277615,上海古猗园,63,舒适,2018/8/15 5:51
277616,上海月湖雕塑公园,0,舒适,2018/8/15 5:51
277617,上海田子坊景区,200,舒适,2018/8/15 5:51
277618,上海植物园,5,舒适,2018/8/15 5:50
277619,上海佘山国家森林公园·西佘山园,215,舒适,2018/8/15 5:50
277620,上海影视乐园,200,舒适,2018/8/15 5:50
277621,上海植物园,5,舒适,2018/8/15 5:49
277622,上海老码头景区,244,舒适,2018/8/15 5:48
277623,上海植物园,5,舒适,2018/8/15 5:48
277624,上海科技馆,0,舒适,2018/8/15 5:48
277625,东方假日田园,0,舒适,2018/8/15 5:48
277626,周浦花海,0,舒适,2018/8/15 5:47
277627,上海植物园,4,舒适,2018/8/15 5:47
277628,上海影视乐园,200,舒适,2018/8/15 5:47
277629,上海月湖雕塑公园,0,舒适,2018/8/15 5:46
277630,上海植物园,4,舒适,2018/8/15 5:46
277631,上海辰山植物园,0,舒适,2018/8/15 5:46
277632,上海古猗园,49,舒适,2018/8/15 5:46
277633,上海海湾国家森林公园,0,舒适,2018/8/15 5:45
277634,上海佘山国家森林公园·西佘山园,210,舒适,2018/8/15 5:45
277635,上海田子坊景区,200,舒适,2018/8/15 5:45
277636,上海植物园,5,舒适,2018/8/15 5:45
277637,上海汽车博览公园,0,舒适,2018/8/15 5:45
277638,上海国际赛车场旅游景区,100,舒适,2018/8/15 5:45
277639,上海影视乐园,200,舒适,2018/8/15 5:45
277640,上海嘉定州桥,3028,舒适,2018/8/15 5:45
277641,上海植物园,4,舒适,2018/8/15 5:44
277642,上海老码头景区,366,舒适,2018/8/15 5:44
277643,东方假日田园,0,舒适,2018/8/15 5:43
277644,上海植物园,3,舒适,2018/8/15 5:43
277645,上海科技馆,0,舒适,2018/8/15 5:43
277646,上海和平公园,452,舒适,2018/8/15 5:42
277647,上海影视乐园,200,舒适,2018/8/15 5:42
277648,上海植物园,3,舒适,2018/8/15 5:42
277649,上海月湖雕塑公园,0,舒适,2018/8/15 5:41
277650,上海老码头景区,489,舒适,2018/8/15 5:41
277651,上海古猗园,30,舒适,2018/8/15 5:41
277652,上海植物园,3,舒适,2018/8/15 5:40
277653,上海佘山国家森林公园·西佘山园,187,舒适,2018/8/15 5:40
277654,上海田子坊景区,200,舒适,2018/8/15 5:40
277655,上海影视乐园,200,舒适,2018/8/15 5:39
277656,上海植物园,3,舒适,2018/8/15 5:39
277657,上海植物园,1,舒适,2018/8/15 5:38
277658,上海老码头景区,455,舒适,2018/8/15 5:38
277659,上海科技馆,0,舒适,2018/8/15 5:38
277660,东方假日田园,0,舒适,2018/8/15 5:38
277661,上海植物园,0,舒适,2018/8/15 5:37
277662,周浦花海,0,舒适,2018/8/15 5:37
277663,上海影视乐园,200,舒适,2018/8/15 5:37
277664,上海植物园,0,舒适,2018/8/15 5:36
277665,上海古猗园,10,舒适,2018/8/15 5:36
277666,上海月湖雕塑公园,0,舒适,2018/8/15 5:36
277667,上海植物园,0,舒适,2018/8/15 5:35
277668,上海老码头景区,278,舒适,2018/8/15 5:35
277669,上海佘山国家森林公园·西佘山园,184,舒适,2018/8/15 5:35
277670,上海植物园,0,舒适,2018/8/15 5:34
277671,上海田子坊景区,200,舒适,2018/8/15 5:34
277672,上海影视乐园,200,舒适,2018/8/15 5:34
277673,上海植物园,0,舒适,2018/8/15 5:33
277674,上海科技馆,0,舒适,2018/8/15 5:33
277675,东方假日田园,0,舒适,2018/8/15 5:33
277676,上海植物园,0,舒适,2018/8/15 5:32
277677,上海和平公园,349,舒适,2018/8/15 5:32
277678,上海老码头景区,401,舒适,2018/8/15 5:32
277679,上海影视乐园,200,舒适,2018/8/15 5:32
277680,上海植物园,0,舒适,2018/8/15 5:31
277681,上海辰山植物园,0,舒适,2018/8/15 5:31
277682,上海古猗园,0,舒适,2018/8/15 5:31
277683,上海月湖雕塑公园,0,舒适,2018/8/15 5:31
277684,上海植物园,0,舒适,2018/8/15 5:30
277685,上海鲜花港,0,舒适,2018/8/15 5:30
277686,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/8/15 5:30
277687,碧海金沙景区,0,舒适,2018/8/15 5:30
277688,上海花米庄行乡村旅游景区,0,舒适,2018/8/15 5:30
277689,上海玉穗绿苑,0,舒适,2018/8/15 5:30
277690,上海国际赛车场旅游景区,100,舒适,2018/8/15 5:30
277691,上海海湾国家森林公园,0,舒适,2018/8/15 5:30
277692,上海中医药博物馆,0,舒适,2018/8/15 5:30
277693,上海都市菜园景区,0,舒适,2018/8/15 5:30
277694,上海嘉定州桥,2998,舒适,2018/8/15 5:30
277695,上海汽车博览公园,0,舒适,2018/8/15 5:30
277696,上海佘山国家森林公园·西佘山园,183,舒适,2018/8/15 5:30
277697,上海田子坊景区,200,舒适,2018/8/15 5:29
277698,上海老码头景区,223,舒适,2018/8/15 5:29
277699,上海影视乐园,200,舒适,2018/8/15 5:29
277700,上海科技馆,0,舒适,2018/8/15 5:28
277701,上海植物园,0,舒适,2018/8/15 5:28
277702,东方假日田园,0,舒适,2018/8/15 5:28
277703,上海影视乐园,200,舒适,2018/8/15 5:27
277704,上海植物园,0,舒适,2018/8/15 5:27
277705,周浦花海,0,舒适,2018/8/15 5:27
277706,上海月湖雕塑公园,0,舒适,2018/8/15 5:26
277707,上海植物园,0,舒适,2018/8/15 5:26
277708,上海古猗园,0,舒适,2018/8/15 5:26
277709,上海老码头景区,346,舒适,2018/8/15 5:26
277710,廊下生态园,0,舒适,2018/8/15 5:25
277711,上海植物园,0,舒适,2018/8/15 5:25
277712,上海佘山国家森林公园·西佘山园,172,舒适,2018/8/15 5:25
277713,上海植物园,0,舒适,2018/8/15 5:24
277714,上海影视乐园,200,舒适,2018/8/15 5:24
277715,上海植物园,0,舒适,2018/8/15 5:23
277716,上海科技馆,0,舒适,2018/8/15 5:23
277717,上海田子坊景区,200,舒适,2018/8/15 5:23
277718,上海老码头景区,469,舒适,2018/8/15 5:23
277719,东方假日田园,0,舒适,2018/8/15 5:23
277720,上海和平公园,172,舒适,2018/8/15 5:22
277721,上海影视乐园,200,舒适,2018/8/15 5:22
277722,上海植物园,0,舒适,2018/8/15 5:22
277723,上海植物园,0,舒适,2018/8/15 5:21
277724,上海古猗园,0,舒适,2018/8/15 5:21
277725,上海月湖雕塑公园,0,舒适,2018/8/15 5:21
277726,上海植物园,0,舒适,2018/8/15 5:20
277727,上海老码头景区,435,舒适,2018/8/15 5:20
277728,上海佘山国家森林公园·西佘山园,169,舒适,2018/8/15 5:20
277729,上海影视乐园,200,舒适,2018/8/15 5:19
277730,上海植物园,0,舒适,2018/8/15 5:19
277731,上海植物园,0,舒适,2018/8/15 5:18
277732,东方假日田园,0,舒适,2018/8/15 5:18
277733,上海田子坊景区,200,舒适,2018/8/15 5:18
277734,上海科技馆,0,舒适,2018/8/15 5:18
277735,上海植物园,0,舒适,2018/8/15 5:17
277736,周浦花海,0,舒适,2018/8/15 5:17
277737,上海老码头景区,258,舒适,2018/8/15 5:17
277738,上海影视乐园,200,舒适,2018/8/15 5:17
277739,上海植物园,0,舒适,2018/8/15 5:16
277740,上海辰山植物园,0,舒适,2018/8/15 5:16
277741,上海古猗园,0,舒适,2018/8/15 5:16
277742,上海月湖雕塑公园,0,舒适,2018/8/15 5:16
277743,上海佘山国家森林公园·西佘山园,159,舒适,2018/8/15 5:15
277744,上海嘉定州桥,2996,舒适,2018/8/15 5:15
277745,上海海湾国家森林公园,0,舒适,2018/8/15 5:15
277746,上海植物园,0,舒适,2018/8/15 5:14
277747,上海老码头景区,381,舒适,2018/8/15 5:14
277748,上海影视乐园,200,舒适,2018/8/15 5:14
277749,上海植物园,0,舒适,2018/8/15 5:13
277750,东方假日田园,0,舒适,2018/8/15 5:13
277751,上海科技馆,0,舒适,2018/8/15 5:13
277752,上海影视乐园,200,舒适,2018/8/15 5:12
277753,上海和平公园,86,舒适,2018/8/15 5:12
277754,上海植物园,0,舒适,2018/8/15 5:12
277755,上海田子坊景区,200,舒适,2018/8/15 5:12
277756,上海古猗园,0,舒适,2018/8/15 5:11
277757,上海老码头景区,203,舒适,2018/8/15 5:11
277758,上海月湖雕塑公园,0,舒适,2018/8/15 5:11
277759,上海植物园,0,舒适,2018/8/15 5:11
277760,上海佘山国家森林公园·西佘山园,156,舒适,2018/8/15 5:10
277761,上海植物园,0,舒适,2018/8/15 5:10
277762,上海影视乐园,200,舒适,2018/8/15 5:09
277763,上海植物园,0,舒适,2018/8/15 5:09
277764,上海科技馆,0,舒适,2018/8/15 5:08
277765,上海植物园,0,舒适,2018/8/15 5:08
277766,上海老码头景区,326,舒适,2018/8/15 5:08
277767,东方假日田园,0,舒适,2018/8/15 5:08
277768,上海影视乐园,200,舒适,2018/8/15 5:07
277769,上海植物园,0,舒适,2018/8/15 5:07
277770,周浦花海,0,舒适,2018/8/15 5:07
277771,上海田子坊景区,200,舒适,2018/8/15 5:07
277772,上海植物园,0,舒适,2018/8/15 5:06
277773,上海古猗园,0,舒适,2018/8/15 5:06
277774,上海月湖雕塑公园,0,舒适,2018/8/15 5:05
277775,上海老码头景区,449,舒适,2018/8/15 5:05
277776,上海植物园,0,舒适,2018/8/15 5:05
277777,上海植物园,0,舒适,2018/8/15 5:04
277778,上海佘山国家森林公园·西佘山园,157,舒适,2018/8/15 5:04
277779,上海影视乐园,200,舒适,2018/8/15 5:04
277780,上海植物园,0,舒适,2018/8/15 5:03
277781,东方假日田园,0,舒适,2018/8/15 5:03
277782,上海科技馆,0,舒适,2018/8/15 5:03
277783,上海植物园,0,舒适,2018/8/15 5:02
277784,上海老码头景区,415,舒适,2018/8/15 5:02
277785,上海影视乐园,200,舒适,2018/8/15 5:02
277786,上海田子坊景区,200,舒适,2018/8/15 5:01
277787,上海辰山植物园,0,舒适,2018/8/15 5:01
277788,上海古猗园,0,舒适,2018/8/15 5:01
277789,上海植物园,0,舒适,2018/8/15 5:00
277790,上海鲜花港,0,舒适,2018/8/15 5:00
277791,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/8/15 5:00
277792,碧海金沙景区,0,舒适,2018/8/15 5:00
277793,上海花米庄行乡村旅游景区,0,舒适,2018/8/15 5:00
277794,上海嘉定州桥,2998,舒适,2018/8/15 5:00
277795,上海海湾国家森林公园,0,舒适,2018/8/15 5:00
277796,上海中医药博物馆,0,舒适,2018/8/15 5:00
277797,上海都市菜园景区,0,舒适,2018/8/15 5:00
277798,上海月湖雕塑公园,0,舒适,2018/8/15 5:00
277799,上海玉穗绿苑,0,舒适,2018/8/15 5:00
277800,上海植物园,0,舒适,2018/8/15 4:59
277801,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:59
277802,上海老码头景区,238,舒适,2018/8/15 4:59
277803,上海影视乐园,200,舒适,2018/8/15 4:59
277804,东方假日田园,0,舒适,2018/8/15 4:58
277805,上海植物园,0,舒适,2018/8/15 4:58
277806,上海植物园,0,舒适,2018/8/15 4:57
277807,上海科技馆,0,舒适,2018/8/15 4:57
277808,周浦花海,0,舒适,2018/8/15 4:57
277809,上海影视乐园,200,舒适,2018/8/15 4:57
277810,上海植物园,0,舒适,2018/8/15 4:56
277811,上海古猗园,0,舒适,2018/8/15 4:56
277812,上海田子坊景区,200,舒适,2018/8/15 4:56
277813,上海老码头景区,360,舒适,2018/8/15 4:56
277814,上海植物园,0,舒适,2018/8/15 4:55
277815,上海月湖雕塑公园,0,舒适,2018/8/15 4:55
277816,上海国际时尚中心,0,舒适,2018/8/15 4:55
277817,廊下生态园,0,舒适,2018/8/15 4:55
277818,上海植物园,0,舒适,2018/8/15 4:54
277819,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:54
277820,上海影视乐园,200,舒适,2018/8/15 4:54
277821,上海老码头景区,483,舒适,2018/8/15 4:53
277822,上海植物园,0,舒适,2018/8/15 4:53
277823,东方假日田园,0,舒适,2018/8/15 4:53
277824,上海影视乐园,200,舒适,2018/8/15 4:52
277825,上海植物园,0,舒适,2018/8/15 4:52
277826,上海科技馆,0,舒适,2018/8/15 4:52
277827,上海田子坊景区,200,舒适,2018/8/15 4:51
277828,上海植物园,0,舒适,2018/8/15 4:51
277829,上海古猗园,0,舒适,2018/8/15 4:51
277830,上海月湖雕塑公园,0,舒适,2018/8/15 4:50
277831,上海植物园,0,舒适,2018/8/15 4:50
277832,上海老码头景区,306,舒适,2018/8/15 4:50
277833,上海影视乐园,200,舒适,2018/8/15 4:49
277834,上海植物园,0,舒适,2018/8/15 4:49
277835,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:49
277836,朱家角古镇,5,舒适,2018/8/15 4:48
277837,上海植物园,0,舒适,2018/8/15 4:48
277838,东方假日田园,0,舒适,2018/8/15 4:48
277839,周浦花海,0,舒适,2018/8/15 4:47
277840,上海老码头景区,272,舒适,2018/8/15 4:47
277841,上海科技馆,0,舒适,2018/8/15 4:47
277842,上海植物园,0,舒适,2018/8/15 4:46
277843,上海辰山植物园,0,舒适,2018/8/15 4:46
277844,上海古猗园,0,舒适,2018/8/15 4:46
277845,上海影视乐园,200,舒适,2018/8/15 4:46
277846,上海植物园,0,舒适,2018/8/15 4:45
277847,上海海湾国家森林公园,0,舒适,2018/8/15 4:45
277848,上海嘉定州桥,2988,舒适,2018/8/15 4:45
277849,上海月湖雕塑公园,0,舒适,2018/8/15 4:45
277850,上海田子坊景区,200,舒适,2018/8/15 4:45
277851,上海植物园,0,舒适,2018/8/15 4:44
277852,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:44
277853,上海老码头景区,395,舒适,2018/8/15 4:44
277854,上海植物园,0,舒适,2018/8/15 4:43
277855,上海影视乐园,200,舒适,2018/8/15 4:43
277856,东方假日田园,0,舒适,2018/8/15 4:43
277857,上海科技馆,0,舒适,2018/8/15 4:42
277858,上海植物园,0,舒适,2018/8/15 4:42
277859,上海植物园,0,舒适,2018/8/15 4:41
277860,上海古猗园,0,舒适,2018/8/15 4:41
277861,上海影视乐园,200,舒适,2018/8/15 4:41
277862,上海老码头景区,218,舒适,2018/8/15 4:41
277863,上海植物园,0,舒适,2018/8/15 4:40
277864,上海月湖雕塑公园,0,舒适,2018/8/15 4:40
277865,上海田子坊景区,200,舒适,2018/8/15 4:40
277866,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:39
277867,上海植物园,0,舒适,2018/8/15 4:39
277868,上海植物园,0,舒适,2018/8/15 4:38
277869,上海影视乐园,200,舒适,2018/8/15 4:38
277870,东方假日田园,0,舒适,2018/8/15 4:38
277871,上海老码头景区,340,舒适,2018/8/15 4:38
277872,上海植物园,0,舒适,2018/8/15 4:37
277873,周浦花海,0,舒适,2018/8/15 4:37
277874,上海科技馆,0,舒适,2018/8/15 4:37
277875,上海植物园,0,舒适,2018/8/15 4:36
277876,上海古猗园,0,舒适,2018/8/15 4:36
277877,上海影视乐园,200,舒适,2018/8/15 4:36
277878,上海植物园,0,舒适,2018/8/15 4:35
277879,上海月湖雕塑公园,0,舒适,2018/8/15 4:35
277880,上海老码头景区,463,舒适,2018/8/15 4:35
277881,上海植物园,0,舒适,2018/8/15 4:34
277882,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:34
277883,上海田子坊景区,200,舒适,2018/8/15 4:34
277884,上海影视乐园,200,舒适,2018/8/15 4:33
277885,东方假日田园,0,舒适,2018/8/15 4:33
277886,上海植物园,0,舒适,2018/8/15 4:32
277887,上海科技馆,0,舒适,2018/8/15 4:32
277888,上海影视乐园,200,舒适,2018/8/15 4:31
277889,上海古猗园,0,舒适,2018/8/15 4:31
277890,上海植物园,0,舒适,2018/8/15 4:31
277891,上海老码头景区,286,舒适,2018/8/15 4:31
277892,上海辰山植物园,0,舒适,2018/8/15 4:31
277893,上海鲜花港,0,舒适,2018/8/15 4:30
277894,上海月湖雕塑公园,0,舒适,2018/8/15 4:30
277895,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/8/15 4:30
277896,碧海金沙景区,0,舒适,2018/8/15 4:30
277897,上海花米庄行乡村旅游景区,0,舒适,2018/8/15 4:30
277898,上海玉穗绿苑,0,舒适,2018/8/15 4:30
277899,上海海湾国家森林公园,0,舒适,2018/8/15 4:30
277900,上海中医药博物馆,0,舒适,2018/8/15 4:30
277901,上海都市菜园景区,0,舒适,2018/8/15 4:30
277902,上海嘉定州桥,2970,舒适,2018/8/15 4:30
277903,上海植物园,0,舒适,2018/8/15 4:30
277904,上海植物园,0,舒适,2018/8/15 4:29
277905,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:29
277906,上海田子坊景区,200,舒适,2018/8/15 4:29
277907,朱家角古镇,5,舒适,2018/8/15 4:28
277908,东方假日田园,0,舒适,2018/8/15 4:28
277909,上海植物园,0,舒适,2018/8/15 4:28
277910,上海老码头景区,252,舒适,2018/8/15 4:28
277911,上海影视乐园,200,舒适,2018/8/15 4:28
277912,上海科技馆,0,舒适,2018/8/15 4:27
277913,上海植物园,0,舒适,2018/8/15 4:27
277914,周浦花海,0,舒适,2018/8/15 4:27
277915,上海影视乐园,200,舒适,2018/8/15 4:26
277916,上海植物园,0,舒适,2018/8/15 4:26
277917,上海古猗园,0,舒适,2018/8/15 4:26
277918,廊下生态园,0,舒适,2018/8/15 4:25
277919,上海植物园,0,舒适,2018/8/15 4:25
277920,上海老码头景区,375,舒适,2018/8/15 4:25
277921,上海月湖雕塑公园,0,舒适,2018/8/15 4:24
277922,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:24
277923,上海植物园,0,舒适,2018/8/15 4:24
277924,上海植物园,0,舒适,2018/8/15 4:23
277925,上海影视乐园,200,舒适,2018/8/15 4:23
277926,上海田子坊景区,200,舒适,2018/8/15 4:23
277927,东方假日田园,0,舒适,2018/8/15 4:23
277928,上海植物园,0,舒适,2018/8/15 4:22
277929,上海老码头景区,497,舒适,2018/8/15 4:22
277930,上海科技馆,0,舒适,2018/8/15 4:22
277931,上海植物园,0,舒适,2018/8/15 4:21
277932,上海古猗园,0,舒适,2018/8/15 4:21
277933,上海影视乐园,200,舒适,2018/8/15 4:21
277934,上海植物园,0,舒适,2018/8/15 4:20
277935,上海植物园,0,舒适,2018/8/15 4:19
277936,上海月湖雕塑公园,0,舒适,2018/8/15 4:19
277937,上海老码头景区,320,舒适,2018/8/15 4:19
277938,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:19
277939,上海田子坊景区,200,舒适,2018/8/15 4:18
277940,上海影视乐园,200,舒适,2018/8/15 4:18
277941,东方假日田园,0,舒适,2018/8/15 4:18
277942,上海科技馆,0,舒适,2018/8/15 4:17
277943,上海植物园,0,舒适,2018/8/15 4:17
277944,上海植物园,0,舒适,2018/8/15 4:16
277945,上海影视乐园,200,舒适,2018/8/15 4:16
277946,上海辰山植物园,0,舒适,2018/8/15 4:16
277947,上海古猗园,0,舒适,2018/8/15 4:16
277948,上海老码头景区,443,舒适,2018/8/15 4:16
277949,上海植物园,0,舒适,2018/8/15 4:15
277950,上海嘉定州桥,2976,舒适,2018/8/15 4:15
277951,上海海湾国家森林公园,0,舒适,2018/8/15 4:15
277952,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:14
277953,上海植物园,0,舒适,2018/8/15 4:14
277954,上海月湖雕塑公园,0,舒适,2018/8/15 4:14
277955,东方假日田园,0,舒适,2018/8/15 4:13
277956,上海植物园,0,舒适,2018/8/15 4:13
277957,上海老码头景区,266,舒适,2018/8/15 4:13
277958,上海影视乐园,200,舒适,2018/8/15 4:13
277959,上海科技馆,0,舒适,2018/8/15 4:12
277960,上海植物园,0,舒适,2018/8/15 4:12
277961,上海田子坊景区,200,舒适,2018/8/15 4:12
277962,周浦花海,0,舒适,2018/8/15 4:12
277963,上海影视乐园,200,舒适,2018/8/15 4:11
277964,上海植物园,0,舒适,2018/8/15 4:11
277965,上海古猗园,0,舒适,2018/8/15 4:11
277966,上海植物园,0,舒适,2018/8/15 4:10
277967,上海老码头景区,232,舒适,2018/8/15 4:10
277968,上海月湖雕塑公园,0,舒适,2018/8/15 4:09
277969,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:09
277970,上海植物园,0,舒适,2018/8/15 4:09
277971,上海植物园,0,舒适,2018/8/15 4:08
277972,东方假日田园,0,舒适,2018/8/15 4:08
277973,上海影视乐园,200,舒适,2018/8/15 4:08
277974,朱家角古镇,0,舒适,2018/8/15 4:08
277975,上海植物园,0,舒适,2018/8/15 4:07
277976,上海老码头景区,355,舒适,2018/8/15 4:07
277977,上海科技馆,0,舒适,2018/8/15 4:07
277978,上海田子坊景区,200,舒适,2018/8/15 4:07
277979,上海植物园,0,舒适,2018/8/15 4:06
277980,上海古猗园,0,舒适,2018/8/15 4:06
277981,上海影视乐园,200,舒适,2018/8/15 4:06
277982,上海植物园,0,舒适,2018/8/15 4:04
277983,上海老码头景区,477,舒适,2018/8/15 4:04
277984,上海月湖雕塑公园,0,舒适,2018/8/15 4:04
277985,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 4:04
277986,上海植物园,0,舒适,2018/8/15 4:03
277987,东方假日田园,0,舒适,2018/8/15 4:03
277988,上海影视乐园,200,舒适,2018/8/15 4:03
277989,上海植物园,0,舒适,2018/8/15 4:02
277990,周浦花海,0,舒适,2018/8/15 4:02
277991,上海科技馆,0,舒适,2018/8/15 4:02
277992,上海植物园,0,舒适,2018/8/15 4:01
277993,上海影视乐园,200,舒适,2018/8/15 4:01
277994,上海辰山植物园,0,舒适,2018/8/15 4:01
277995,上海田子坊景区,200,舒适,2018/8/15 4:01
277996,上海古猗园,0,舒适,2018/8/15 4:01
277997,上海老码头景区,300,舒适,2018/8/15 4:01
277998,上海植物园,0,舒适,2018/8/15 4:00
277999,上海鲜花港,0,舒适,2018/8/15 4:00
278000,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/8/15 4:00
278001,碧海金沙景区,0,舒适,2018/8/15 4:00
278002,上海嘉定州桥,2970,舒适,2018/8/15 4:00
278003,上海玉穗绿苑,0,舒适,2018/8/15 4:00
278004,上海中医药博物馆,0,舒适,2018/8/15 4:00
278005,上海海湾国家森林公园,0,舒适,2018/8/15 4:00
278006,上海都市菜园景区,0,舒适,2018/8/15 4:00
278007,上海花米庄行乡村旅游景区,0,舒适,2018/8/15 4:00
278008,上海植物园,0,舒适,2018/8/15 3:59
278009,上海月湖雕塑公园,0,舒适,2018/8/15 3:59
278010,上海佘山国家森林公园·西佘山园,324,舒适,2018/8/15 3:59
278011,上海植物园,0,舒适,2018/8/15 3:58
278012,上海老码头景区,423,舒适,2018/8/15 3:58
278013,东方假日田园,0,舒适,2018/8/15 3:58
278014,上海影视乐园,200,舒适,2018/8/15 3:58
278015,上海植物园,0,舒适,2018/8/15 3:57
278016,上海科技馆,0,舒适,2018/8/15 3:57
278017,上海田子坊景区,200,舒适,2018/8/15 3:56
278018,上海植物园,0,舒适,2018/8/15 3:56
278019,上海古猗园,0,舒适,2018/8/15 3:56
278020,上海影视乐园,200,舒适,2018/8/15 3:56
278021,上海国际时尚中心,0,舒适,2018/8/15 3:55
278022,上海植物园,0,舒适,2018/8/15 3:55
278023,廊下生态园,0,舒适,2018/8/15 3:55
278024,上海老码头景区,246,舒适,2018/8/15 3:55
