序号,景区名称,客流数,舒适度,时间
199843,上海科技馆,36,舒适,2018/8/27 17:35
199844,上海月湖雕塑公园,69,舒适,2018/8/27 17:35
199845,东方假日田园,0,舒适,2018/8/27 17:34
199846,上海金山嘴渔村景区,55,舒适,2018/8/27 17:34
199847,上海世纪公园,952,舒适,2018/8/27 17:34
199848,上海佘山国家森林公园·东佘山园,26,舒适,2018/8/27 17:34
199849,上海佘山国家森林公园·西佘山园,128,舒适,2018/8/27 17:34
199850,上海大观园,15,舒适,2018/8/27 17:34
199851,上海动物园,2571,舒适,2018/8/27 17:33
199852,上海古猗园,2964,舒适,2018/8/27 17:33
199853,上海田子坊景区,2949,较舒适,2018/8/27 17:33
199854,上海辰山植物园,28,舒适,2018/8/27 17:32
199855,上海野生动物园,3610,舒适,2018/8/27 17:31
199856,上海汽车博览公园,0,舒适,2018/8/27 17:30
199857,上海嘉定州桥,2046,舒适,2018/8/27 17:30
199858,上海影视乐园,482,舒适,2018/8/27 17:30
199859,锦江乐园,25,舒适,2018/8/27 17:30
199860,锦江乐园,25,舒适,2018/8/27 17:30
199861,上海鲜花港,6,舒适,2018/8/27 17:30
199862,上海月湖雕塑公园,69,舒适,2018/8/27 17:30
199863,上海市青少年校外活动营地——东方绿舟,3206,舒适,2018/8/27 17:30
199864,碧海金沙景区,6,舒适,2018/8/27 17:30
199865,上海花米庄行乡村旅游景区,0,舒适,2018/8/27 17:30
199866,上海玉穗绿苑,5083,舒适,2018/8/27 17:30
199867,上海动物园,2621,舒适,2018/8/27 17:30
199868,上海中医药博物馆,27,舒适,2018/8/27 17:30
199869,上海都市菜园景区,20,舒适,2018/8/27 17:30
199870,上海科技馆,36,舒适,2018/8/27 17:30
199871,东方假日田园,0,舒适,2018/8/27 17:29
199872,上海佘山国家森林公园·东佘山园,29,舒适,2018/8/27 17:29
199873,上海大观园,15,舒适,2018/8/27 17:29
199874,周浦花海,229,舒适,2018/8/27 17:29
199875,上海海湾国家森林公园,119,舒适,2018/8/27 17:29
199876,上海佘山国家森林公园·西佘山园,128,舒适,2018/8/27 17:29
199877,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:29
199878,朱家角古镇,128,舒适,2018/8/27 17:28
199879,上海动物园,2666,舒适,2018/8/27 17:28
199880,上海古猗园,2971,舒适,2018/8/27 17:28
199881,上海城市规划展示馆,6,舒适,2018/8/27 17:27
199882,上海杜莎夫人蜡像馆,726,较舒适,2018/8/27 17:27
199883,上海田子坊景区,3003,较舒适,2018/8/27 17:27
199884,上海海洋水族馆,0,舒适,2018/8/27 17:27
199885,上海M50创意园,1429,舒适,2018/8/27 17:27
199886,上海野生动物园,3610,舒适,2018/8/27 17:26
199887,上海金山嘴渔村景区,52,舒适,2018/8/27 17:26
199888,上海和平公园,2218,舒适,2018/8/27 17:26
199889,上海动物园,2692,舒适,2018/8/27 17:26
199890,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:26
199891,上海长风公园,422,舒适,2018/8/27 17:25
199892,上海影视乐园,482,舒适,2018/8/27 17:25
199893,上海科技馆,36,舒适,2018/8/27 17:25
199894,上海东林寺景区,0,舒适,2018/8/27 17:24
199895,上海佘山国家森林公园·东佘山园,29,舒适,2018/8/27 17:24
199896,上海月湖雕塑公园,69,舒适,2018/8/27 17:24
199897,上海佘山国家森林公园·西佘山园,128,舒适,2018/8/27 17:24
199898,上海动物园,2736,舒适,2018/8/27 17:24
199899,上海大观园,15,舒适,2018/8/27 17:24
199900,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:23
199901,上海世纪公园,939,舒适,2018/8/27 17:23
199902,上海古猗园,2973,舒适,2018/8/27 17:23
199903,上海动物园,2772,舒适,2018/8/27 17:22
199904,上海田子坊景区,3085,较舒适,2018/8/27 17:22
199905,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:20
199906,上海科技馆,36,舒适,2018/8/27 17:20
199907,上海动物园,2823,舒适,2018/8/27 17:20
199908,上海影视乐园,484,舒适,2018/8/27 17:20
199909,上海野生动物园,3610,舒适,2018/8/27 17:20
199910,上海佘山国家森林公园·东佘山园,30,舒适,2018/8/27 17:19
199911,东方假日田园,0,舒适,2018/8/27 17:19
199912,周浦花海,221,舒适,2018/8/27 17:19
199913,上海佘山国家森林公园·西佘山园,128,舒适,2018/8/27 17:19
199914,上海月湖雕塑公园,69,舒适,2018/8/27 17:19
199915,上海大观园,18,舒适,2018/8/27 17:19
199916,上海金山嘴渔村景区,44,舒适,2018/8/27 17:18
199917,上海动物园,2893,舒适,2018/8/27 17:18
199918,上海古猗园,2979,舒适,2018/8/27 17:18
199919,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:17
199920,上海辰山植物园,34,舒适,2018/8/27 17:17
199921,上海田子坊景区,3105,较舒适,2018/8/27 17:16
199922,上海和平公园,2206,舒适,2018/8/27 17:16
199923,上海动物园,2914,舒适,2018/8/27 17:16
199924,上海科技馆,36,舒适,2018/8/27 17:15
199925,上海野生动物园,3610,舒适,2018/8/27 17:15
199926,上海影视乐园,484,舒适,2018/8/27 17:15
199927,上海嘉定州桥,2042,舒适,2018/8/27 17:15
199928,上海汽车博览公园,0,舒适,2018/8/27 17:15
199929,上海顾村公园景区,12,舒适,2018/8/27 17:15
199930,上海东林寺景区,0,舒适,2018/8/27 17:14
199931,上海动物园,3024,舒适,2018/8/27 17:14
199932,上海佘山国家森林公园·东佘山园,29,舒适,2018/8/27 17:14
199933,东方假日田园,0,舒适,2018/8/27 17:14
199934,上海月湖雕塑公园,69,舒适,2018/8/27 17:14
199935,上海国际旅游度假区,46420,舒适,2018/8/27 17:14
199936,上海佘山国家森林公园·西佘山园,128,舒适,2018/8/27 17:14
199937,上海海湾国家森林公园,119,舒适,2018/8/27 17:14
199938,上海大观园,18,舒适,2018/8/27 17:14
199939,上海世纪公园,903,舒适,2018/8/27 17:13
199940,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:13
199941,上海古猗园,2984,舒适,2018/8/27 17:13
199942,上海动物园,3086,舒适,2018/8/27 17:12
199943,上海田子坊景区,3247,较舒适,2018/8/27 17:11
199944,上海金山嘴渔村景区,52,舒适,2018/8/27 17:10
199945,上海长风公园,465,舒适,2018/8/27 17:10
199946,上海影视乐园,484,舒适,2018/8/27 17:10
199947,上海顾村公园景区,14,舒适,2018/8/27 17:10
199948,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:10
199949,上海野生动物园,3610,舒适,2018/8/27 17:10
199950,上海科技馆,36,舒适,2018/8/27 17:10
199951,上海国际旅游度假区,46420,舒适,2018/8/27 17:10
199952,上海佘山国家森林公园·东佘山园,34,舒适,2018/8/27 17:09
199953,东方假日田园,0,舒适,2018/8/27 17:09
199954,上海动物园,3119,舒适,2018/8/27 17:09
199955,周浦花海,202,舒适,2018/8/27 17:09
199956,上海佘山国家森林公园·西佘山园,130,舒适,2018/8/27 17:09
199957,上海月湖雕塑公园,69,舒适,2018/8/27 17:09
199958,上海大观园,18,舒适,2018/8/27 17:09
199959,上海古猗园,2986,舒适,2018/8/27 17:08
199960,朱家角古镇,114,舒适,2018/8/27 17:08
199961,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:07
199962,上海动物园,3161,舒适,2018/8/27 17:07
199963,上海和平公园,2218,舒适,2018/8/27 17:06
199964,上海动物园,3196,舒适,2018/8/27 17:05
199965,上海顾村公园景区,7,舒适,2018/8/27 17:05
199966,上海田子坊景区,3253,较舒适,2018/8/27 17:05
199967,上海影视乐园,484,舒适,2018/8/27 17:05
199968,上海国际旅游度假区--生态园,0,舒适,2018/8/27 17:04
199969,东方假日田园,0,舒适,2018/8/27 17:04
199970,上海佘山国家森林公园·西佘山园,147,舒适,2018/8/27 17:04
199971,上海大观园,18,舒适,2018/8/27 17:04
199972,上海东林寺景区,0,舒适,2018/8/27 17:04
199973,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:04
199974,上海野生动物园,3610,舒适,2018/8/27 17:04
199975,上海科技馆,36,舒适,2018/8/27 17:04
199976,上海月湖雕塑公园,69,舒适,2018/8/27 17:04
199977,上海动物园,3226,舒适,2018/8/27 17:03
199978,上海世纪公园,908,舒适,2018/8/27 17:03
199979,上海佘山国家森林公园·东佘山园,37,舒适,2018/8/27 17:03
199980,上海金山嘴渔村景区,72,舒适,2018/8/27 17:02
199981,上海辰山植物园,84,舒适,2018/8/27 17:02
199982,上海环球金融中心观光厅,808,舒适,2018/8/27 17:01
199983,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 17:01
199984,上海国际旅游度假区--星愿公园,0,舒适,2018/8/27 17:00
199985,上海国际旅游度假区--迪士尼乐园,0,舒适,2018/8/27 17:00
199986,锦江乐园,0,舒适,2018/8/27 17:00
199987,上海鲜花港,11,舒适,2018/8/27 17:00
199988,上海市青少年校外活动营地——东方绿舟,3206,舒适,2018/8/27 17:00
199989,碧海金沙景区,11,舒适,2018/8/27 17:00
199990,上海花米庄行乡村旅游景区,0,舒适,2018/8/27 17:00
199991,上海影视乐园,484,舒适,2018/8/27 17:00
199992,上海田子坊景区,3224,较舒适,2018/8/27 17:00
199993,上海玉穗绿苑,5290,舒适,2018/8/27 17:00
199994,上海动物园,3285,舒适,2018/8/27 17:00
199995,上海中医药博物馆,13,舒适,2018/8/27 17:00
199996,上海都市菜园景区,13,舒适,2018/8/27 17:00
199997,上海嘉定州桥,2090,舒适,2018/8/27 17:00
199998,上海南翔景区,2570,较舒适,2018/8/27 17:00
199999,上海汽车博览公园,0,舒适,2018/8/27 17:00
200000,上海国际赛车场旅游景区,78,舒适,2018/8/27 17:00
200001,上海顾村公园景区,14,舒适,2018/8/27 17:00
200002,锦江乐园,0,舒适,2018/8/27 17:00
200003,上海野生动物园,3616,舒适,2018/8/27 16:59
200004,东方假日田园,0,舒适,2018/8/27 16:59
200005,上海月湖雕塑公园,65,舒适,2018/8/27 16:59
200006,上海大观园,15,舒适,2018/8/27 16:59
200007,上海佘山国家森林公园·西佘山园,157,舒适,2018/8/27 16:59
200008,上海科技馆,36,舒适,2018/8/27 16:59
200009,周浦花海,189,舒适,2018/8/27 16:59
200010,上海国际旅游度假区--奕欧来精品购物村,0,舒适,2018/8/27 16:59
200011,上海海湾国家森林公园,119,舒适,2018/8/27 16:59
200012,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:58
200013,上海佘山国家森林公园·东佘山园,42,舒适,2018/8/27 16:58
200014,上海动物园,3325,舒适,2018/8/27 16:58
200015,上海城市规划展示馆,6,舒适,2018/8/27 16:57
200016,上海杜莎夫人蜡像馆,839,较舒适,2018/8/27 16:57
200017,上海动物园,3352,舒适,2018/8/27 16:57
200018,上海博物馆,0,舒适,2018/8/27 16:57
200019,上海M50创意园,1429,舒适,2018/8/27 16:57
200020,上海海洋水族馆,130,舒适,2018/8/27 16:57
200021,上海动物园,3388,舒适,2018/8/27 16:55
200022,上海影视乐园,484,舒适,2018/8/27 16:55
200023,上海国际时尚中心,776,舒适,2018/8/27 16:55
200024,上海顾村公园景区,28,舒适,2018/8/27 16:55
200025,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:55
200026,上海长风公园,584,舒适,2018/8/27 16:55
200027,上海和平公园,2212,舒适,2018/8/27 16:55
200028,上海韩湘水博园,23,舒适,2018/8/27 16:55
200029,上海田子坊景区,3249,较舒适,2018/8/27 16:54
200030,上海东林寺景区,0,舒适,2018/8/27 16:54
200031,上海野生动物园,3761,舒适,2018/8/27 16:54
200032,上海佘山国家森林公园·西佘山园,160,舒适,2018/8/27 16:54
200033,上海科技馆,36,舒适,2018/8/27 16:54
200034,东方假日田园,0,舒适,2018/8/27 16:54
200035,上海金山嘴渔村景区,55,舒适,2018/8/27 16:54
200036,上海大观园,0,舒适,2018/8/27 16:54
200037,上海月湖雕塑公园,64,舒适,2018/8/27 16:54
200038,上海世纪公园,912,舒适,2018/8/27 16:53
200039,上海动物园,3416,舒适,2018/8/27 16:53
200040,上海佘山国家森林公园·东佘山园,44,舒适,2018/8/27 16:53
200041,上海古猗园,3016,舒适,2018/8/27 16:53
200042,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:52
200043,上海动物园,3483,舒适,2018/8/27 16:52
200044,上海顾村公园景区,26,舒适,2018/8/27 16:50
200045,上海动物园,3549,舒适,2018/8/27 16:50
200046,上海闻道园,208,舒适,2018/8/27 16:49
200047,东方假日田园,0,舒适,2018/8/27 16:49
200048,上海科技馆,36,舒适,2018/8/27 16:49
200049,上海影视乐园,484,舒适,2018/8/27 16:49
200050,周浦花海,189,舒适,2018/8/27 16:49
200051,上海田子坊景区,3291,较舒适,2018/8/27 16:49
200052,上海大观园,7,舒适,2018/8/27 16:49
200053,朱家角古镇,268,舒适,2018/8/27 16:48
200054,上海动物园,3615,舒适,2018/8/27 16:48
200055,上海古猗园,3013,舒适,2018/8/27 16:48
200056,上海月湖雕塑公园,57,舒适,2018/8/27 16:48
200057,上海佘山国家森林公园·东佘山园,44,舒适,2018/8/27 16:48
200058,上海佘山国家森林公园·西佘山园,190,舒适,2018/8/27 16:48
200059,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:48
200060,上海野生动物园,4032,舒适,2018/8/27 16:48
200061,上海辰山植物园,136,舒适,2018/8/27 16:47
200062,上海金山嘴渔村景区,43,舒适,2018/8/27 16:46
200063,上海动物园,3633,舒适,2018/8/27 16:46
200064,上海嘉定州桥,2120,舒适,2018/8/27 16:45
200065,上海南翔景区,2575,较舒适,2018/8/27 16:45
200066,上海汽车博览公园,0,舒适,2018/8/27 16:45
200067,上海国际赛车场旅游景区,82,舒适,2018/8/27 16:45
200068,锦江乐园,970,舒适,2018/8/27 16:45
200069,上海顾村公园景区,43,舒适,2018/8/27 16:45
200070,上海和平公园,2258,舒适,2018/8/27 16:45
200071,锦江乐园,970,舒适,2018/8/27 16:45
200072,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:45
200073,上海科技馆,36,舒适,2018/8/27 16:44
200074,东方假日田园,0,舒适,2018/8/27 16:44
200075,上海大观园,7,舒适,2018/8/27 16:44
200076,上海东林寺景区,0,舒适,2018/8/27 16:44
200077,上海海湾国家森林公园,119,舒适,2018/8/27 16:44
200078,上海影视乐园,484,舒适,2018/8/27 16:44
200079,上海动物园,3666,舒适,2018/8/27 16:44
200080,上海月湖雕塑公园,61,舒适,2018/8/27 16:43
200081,上海野生动物园,4189,舒适,2018/8/27 16:43
200082,上海古猗园,3029,舒适,2018/8/27 16:43
200083,上海世纪公园,893,舒适,2018/8/27 16:43
200084,上海佘山国家森林公园·西佘山园,223,舒适,2018/8/27 16:43
200085,上海田子坊景区,3251,较舒适,2018/8/27 16:43
200086,上海佘山国家森林公园·东佘山园,35,舒适,2018/8/27 16:43
200087,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:42
200088,上海动物园,3721,舒适,2018/8/27 16:42
200089,上海长风公园,742,舒适,2018/8/27 16:40
200090,上海顾村公园景区,47,舒适,2018/8/27 16:40
200091,上海大观园,9,舒适,2018/8/27 16:39
200092,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:39
200093,上海动物园,3738,舒适,2018/8/27 16:39
200094,东方假日田园,0,舒适,2018/8/27 16:39
200095,周浦花海,176,舒适,2018/8/27 16:39
200096,上海科技馆,36,舒适,2018/8/27 16:39
200097,上海影视乐园,484,舒适,2018/8/27 16:39
200098,上海野生动物园,4332,舒适,2018/8/27 16:38
200099,上海田子坊景区,3282,较舒适,2018/8/27 16:38
200100,上海金山嘴渔村景区,34,舒适,2018/8/27 16:38
200101,上海月湖雕塑公园,58,舒适,2018/8/27 16:38
200102,上海古猗园,3043,舒适,2018/8/27 16:38
200103,上海佘山国家森林公园·西佘山园,239,舒适,2018/8/27 16:38
200104,上海佘山国家森林公园·东佘山园,39,舒适,2018/8/27 16:38
200105,上海动物园,3769,舒适,2018/8/27 16:37
200106,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:36
200107,上海动物园,3832,舒适,2018/8/27 16:36
200108,上海顾村公园景区,61,舒适,2018/8/27 16:35
200109,上海和平公园,2241,舒适,2018/8/27 16:35
200110,上海东林寺景区,0,舒适,2018/8/27 16:34
200111,上海动物园,3896,舒适,2018/8/27 16:34
200112,上海影视乐园,484,舒适,2018/8/27 16:34
200113,上海大观园,18,舒适,2018/8/27 16:34
200114,东方假日田园,0,舒适,2018/8/27 16:34
200115,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:33
200116,上海佘山国家森林公园·东佘山园,39,舒适,2018/8/27 16:33
200117,上海古猗园,3054,舒适,2018/8/27 16:33
200118,上海月湖雕塑公园,57,舒适,2018/8/27 16:33
200119,上海佘山国家森林公园·西佘山园,242,舒适,2018/8/27 16:33
200120,上海科技馆,36,舒适,2018/8/27 16:33
200121,上海世纪公园,893,舒适,2018/8/27 16:33
200122,上海辰山植物园,181,舒适,2018/8/27 16:32
200123,上海野生动物园,4459,舒适,2018/8/27 16:32
200124,上海田子坊景区,3210,较舒适,2018/8/27 16:32
200125,东平国家森林公园,456,舒适,2018/8/27 16:31
200126,上海动物园,3952,舒适,2018/8/27 16:31
200127,上海鲜花港,9,舒适,2018/8/27 16:30
200128,锦江乐园,909,舒适,2018/8/27 16:30
200129,上海市青少年校外活动营地——东方绿舟,3210,舒适,2018/8/27 16:30
200130,碧海金沙景区,9,舒适,2018/8/27 16:30
200131,上海花米庄行乡村旅游景区,0,舒适,2018/8/27 16:30
200132,上海玉穗绿苑,5593,舒适,2018/8/27 16:30
200133,上海金山嘴渔村景区,47,舒适,2018/8/27 16:30
200134,上海中医药博物馆,13,舒适,2018/8/27 16:30
200135,上海都市菜园景区,6,舒适,2018/8/27 16:30
200136,上海嘉定州桥,2136,舒适,2018/8/27 16:30
200137,上海南翔景区,2585,较舒适,2018/8/27 16:30
200138,上海汽车博览公园,0,舒适,2018/8/27 16:30
200139,上海国际赛车场旅游景区,81,舒适,2018/8/27 16:30
200140,上海宏泰园,52,舒适,2018/8/27 16:30
200141,华亭人家·毛桥村,0,舒适,2018/8/27 16:30
200142,上海顾村公园景区,65,舒适,2018/8/27 16:30
200143,锦江乐园,909,舒适,2018/8/27 16:30
200144,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:30
200145,周浦花海,145,舒适,2018/8/27 16:29
200146,东方假日田园,0,舒适,2018/8/27 16:29
200147,上海海湾国家森林公园,119,舒适,2018/8/27 16:29
200148,上海影视乐园,484,舒适,2018/8/27 16:29
200149,上海大观园,45,舒适,2018/8/27 16:29
200150,上海佘山国家森林公园·东佘山园,41,舒适,2018/8/27 16:28
200151,朱家角古镇,345,舒适,2018/8/27 16:28
200152,上海月湖雕塑公园,60,舒适,2018/8/27 16:28
200153,上海科技馆,36,舒适,2018/8/27 16:28
200154,上海古猗园,3023,舒适,2018/8/27 16:28
200155,上海佘山国家森林公园·西佘山园,254,舒适,2018/8/27 16:28
200156,上海动物园,4060,舒适,2018/8/27 16:28
200157,上海博物馆,0,舒适,2018/8/27 16:27
200158,上海野生动物园,4575,舒适,2018/8/27 16:27
200159,上海田子坊景区,3311,较舒适,2018/8/27 16:27
200160,上海海洋水族馆,509,舒适,2018/8/27 16:27
200161,上海M50创意园,1404,舒适,2018/8/27 16:27
200162,上海杜莎夫人蜡像馆,911,较舒适,2018/8/27 16:27
200163,上海城市规划展示馆,6,舒适,2018/8/27 16:27
200164,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:26
200165,上海顾村公园景区,75,舒适,2018/8/27 16:25
200166,上海动物园,4129,舒适,2018/8/27 16:25
200167,上海长风公园,1105,舒适,2018/8/27 16:25
200168,上海和平公园,2209,舒适,2018/8/27 16:25
200169,上海东林寺景区,0,舒适,2018/8/27 16:24
200170,上海影视乐园,484,舒适,2018/8/27 16:24
200171,上海大观园,48,舒适,2018/8/27 16:24
200172,东方假日田园,0,舒适,2018/8/27 16:24
200173,上海世纪公园,860,舒适,2018/8/27 16:23
200174,上海佘山国家森林公园·东佘山园,41,舒适,2018/8/27 16:23
200175,上海月湖雕塑公园,58,舒适,2018/8/27 16:23
200176,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:23
200177,上海佘山国家森林公园·西佘山园,261,舒适,2018/8/27 16:23
200178,上海古猗园,3027,舒适,2018/8/27 16:23
200179,上海科技馆,36,舒适,2018/8/27 16:23
200180,上海动物园,4184,舒适,2018/8/27 16:23
200181,上海金山嘴渔村景区,70,舒适,2018/8/27 16:22
200182,上海野生动物园,4678,舒适,2018/8/27 16:22
200183,上海田子坊景区,3305,较舒适,2018/8/27 16:21
200184,上海动物园,4203,舒适,2018/8/27 16:21
200185,上海顾村公园景区,80,舒适,2018/8/27 16:20
200186,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:20
200187,东方假日田园,0,舒适,2018/8/27 16:19
200188,周浦花海,128,舒适,2018/8/27 16:19
200189,上海大观园,60,舒适,2018/8/27 16:19
200190,上海影视乐园,487,舒适,2018/8/27 16:19
200191,上海佘山国家森林公园·西佘山园,276,舒适,2018/8/27 16:18
200192,上海动物园,4254,舒适,2018/8/27 16:18
200193,上海古猗园,3024,舒适,2018/8/27 16:18
200194,上海科技馆,36,舒适,2018/8/27 16:18
200195,上海野生动物园,4788,舒适,2018/8/27 16:17
200196,上海辰山植物园,219,舒适,2018/8/27 16:17
200197,上海月湖雕塑公园,60,舒适,2018/8/27 16:17
200198,上海佘山国家森林公园·东佘山园,49,舒适,2018/8/27 16:17
200199,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:17
200200,上海动物园,4290,舒适,2018/8/27 16:16
200201,上海田子坊景区,3290,较舒适,2018/8/27 16:16
200202,上海宏泰园,48,舒适,2018/8/27 16:15
200203,华亭人家·毛桥村,0,舒适,2018/8/27 16:15
200204,上海国际旅游度假区,47362,舒适,2018/8/27 16:15
200205,上海嘉定州桥,2158,舒适,2018/8/27 16:15
200206,上海南翔景区,2610,较舒适,2018/8/27 16:15
200207,锦江乐园,848,舒适,2018/8/27 16:15
200208,上海国际赛车场旅游景区,81,舒适,2018/8/27 16:15
200209,上海顾村公园景区,79,舒适,2018/8/27 16:15
200210,上海和平公园,2185,舒适,2018/8/27 16:15
200211,锦江乐园,848,舒适,2018/8/27 16:15
200212,上海汽车博览公园,0,舒适,2018/8/27 16:15
200213,上海影视乐园,488,舒适,2018/8/27 16:14
200214,东方假日田园,0,舒适,2018/8/27 16:14
200215,上海金山嘴渔村景区,76,舒适,2018/8/27 16:14
200216,上海东林寺景区,0,舒适,2018/8/27 16:14
200217,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:14
200218,上海动物园,4316,舒适,2018/8/27 16:14
200219,上海海湾国家森林公园,119,舒适,2018/8/27 16:14
200220,上海大观园,50,舒适,2018/8/27 16:14
200221,上海佘山国家森林公园·西佘山园,285,舒适,2018/8/27 16:13
200222,上海科技馆,36,舒适,2018/8/27 16:13
200223,上海世纪公园,839,舒适,2018/8/27 16:13
200224,上海醉白池公园,140,舒适,2018/8/27 16:13
200225,上海古猗园,3010,舒适,2018/8/27 16:13
200226,上海动物园,4365,舒适,2018/8/27 16:12
200227,上海月湖雕塑公园,60,舒适,2018/8/27 16:12
200228,上海佘山国家森林公园·东佘山园,51,舒适,2018/8/27 16:12
200229,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:11
200230,上海野生动物园,4936,舒适,2018/8/27 16:11
200231,上海顾村公园景区,89,舒适,2018/8/27 16:10
200232,上海动物园,4397,舒适,2018/8/27 16:10
200233,上海田子坊景区,3307,较舒适,2018/8/27 16:10
200234,上海长风公园,1236,舒适,2018/8/27 16:10
200235,上海老码头景区,427,舒适,2018/8/27 16:10
200236,上海国际旅游度假区,47362,舒适,2018/8/27 16:10
200237,上海动物园,4416,舒适,2018/8/27 16:09
200238,上海影视乐园,487,舒适,2018/8/27 16:09
200239,周浦花海,119,舒适,2018/8/27 16:09
200240,上海大观园,53,舒适,2018/8/27 16:09
200241,东方假日田园,0,舒适,2018/8/27 16:09
200242,东方明珠广播电视塔,3579,拥挤,2018/8/27 16:08
200243,上海科技馆,37,舒适,2018/8/27 16:08
200244,上海佘山国家森林公园·西佘山园,299,舒适,2018/8/27 16:08
200245,上海醉白池公园,143,舒适,2018/8/27 16:08
200246,上海古猗园,2993,舒适,2018/8/27 16:08
200247,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:08
200248,朱家角古镇,399,舒适,2018/8/27 16:08
200249,上海动物园,4472,舒适,2018/8/27 16:07
200250,上海佘山国家森林公园·东佘山园,54,舒适,2018/8/27 16:07
200251,上海月湖雕塑公园,63,舒适,2018/8/27 16:07
200252,上海老码头景区,305,舒适,2018/8/27 16:07
200253,上海环球金融中心观光厅,446,舒适,2018/8/27 16:06
200254,上海野生动物园,5028,舒适,2018/8/27 16:06
200255,上海金山嘴渔村景区,56,舒适,2018/8/27 16:06
200256,上海动物园,4517,舒适,2018/8/27 16:05
200257,上海顾村公园景区,103,舒适,2018/8/27 16:05
200258,上海田子坊景区,3288,较舒适,2018/8/27 16:05
200259,上海和平公园,2163,舒适,2018/8/27 16:05
200260,上海闻道园,195,舒适,2018/8/27 16:04
200261,前卫生态村,11,舒适,2018/8/27 16:04
200262,上海老码头景区,482,舒适,2018/8/27 16:04
200263,上海影视乐园,487,舒适,2018/8/27 16:04
200264,上海大观园,67,舒适,2018/8/27 16:04
200265,东方假日田园,0,舒适,2018/8/27 16:04
200266,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:04
200267,上海东林寺景区,1,舒适,2018/8/27 16:03
200268,上海佘山国家森林公园·西佘山园,308,舒适,2018/8/27 16:03
200269,上海动物园,4562,舒适,2018/8/27 16:03
200270,上海国际旅游度假区--星愿公园,0,舒适,2018/8/27 16:03
200271,上海世纪公园,787,舒适,2018/8/27 16:03
200272,上海国际旅游度假区--迪士尼乐园,0,舒适,2018/8/27 16:03
200273,上海古猗园,2992,舒适,2018/8/27 16:03
200274,上海徐家汇源景区,2151,舒适,2018/8/27 16:02
200275,上海月湖雕塑公园,62,舒适,2018/8/27 16:02
200276,上海科技馆,37,舒适,2018/8/27 16:02
200277,上海醉白池公园,143,舒适,2018/8/27 16:02
200278,上海辰山植物园,234,舒适,2018/8/27 16:02
200279,上海佘山国家森林公园·东佘山园,52,舒适,2018/8/27 16:02
200280,东平国家森林公园,452,舒适,2018/8/27 16:01
200281,上海自然博物馆（上海科技馆分馆）,0,舒适,2018/8/27 16:01
200282,上海老码头景区,359,舒适,2018/8/27 16:01
200283,上海野生动物园,5176,舒适,2018/8/27 16:01
200284,锦江乐园,823,舒适,2018/8/27 16:00
200285,上海顾村公园景区,107,舒适,2018/8/27 16:00
200286,上海鲜花港,11,舒适,2018/8/27 16:00
200287,上海市青少年校外活动营地——东方绿舟,3201,舒适,2018/8/27 16:00
200288,碧海金沙景区,11,舒适,2018/8/27 16:00
200289,上海花米庄行乡村旅游景区,0,舒适,2018/8/27 16:00
200290,上海玉穗绿苑,5731,舒适,2018/8/27 16:00
200291,上海中医药博物馆,6,舒适,2018/8/27 16:00
200292,上海动物园,4599,舒适,2018/8/27 16:00
200293,上海都市菜园景区,20,舒适,2018/8/27 16:00
200294,上海嘉定州桥,2154,舒适,2018/8/27 16:00
200295,上海南翔景区,2597,较舒适,2018/8/27 16:00
200296,上海汽车博览公园,0,舒适,2018/8/27 16:00
200297,上海马陆葡萄艺术村,138,舒适,2018/8/27 16:00
200298,上海国际赛车场旅游景区,81,舒适,2018/8/27 16:00
